style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
189,2026-05-31,9984,JP3436100006,20422201W,,0.002295207367719053,0.00196006646889282,0.002109404866522749,-0.0010374122294374176,,0.0022833764019060685,-0.001121455751822221,,-0.0012729167297982106,,-0.0018770128049566833,-0.0022148751098488863,,-0.0011718915925126383,,-0.0016590824792875555,,,,,0.0018534519747689425,,,,,,-0.003885745806752432,,,,,,,,,0.002060348939394313,0.002109404866522749,,,,,,,,,,,-0.0013672068579314114,,0.00011049961117737289
190,2026-05-31,9CI,SGXE62145532,35029801W,,,,,,,,,,-0.0012729167297982106,,,-0.0022148751098488863,,,,,,,,,,-0.0014914983904706306,,,-0.002171446186126359,-0.005986148945537531,,-0.0009286688091609587,-0.0013342621143667991,0.002295207367719053,,,,,,,,-0.0007650691225730178,,,,-0.0011565927466573819,,,,,,-0.0013672068579314114,,-0.0002330453735169889
191,2026-05-31,A,US00846U1016,12655401,,-0.0007730803175737824,-0.0006641304677208055,,,,,,-0.0015652827631440892,,,,,,,-0.0010751820921596534,,-0.0023192409527213473,,,,-0.0004712500233721035,-0.0014914983904706306,,,,,,,-0.0013342621143667991,-0.0023071615727592565,-0.002150364184319307,-0.0011476036838595266,,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,,,0.004662894968102919,,-0.0011565927466573819,,-0.0015016102439653466,,,,-0.0013672068579314114,,-0.0002387446798004995
192,2026-05-31,A17U,SG1M77906915,25607801W,,,,,,,,,,,,,,,,,,,,,,,0.004342892372252718,,,-0.002171446186126359,,,-0.0009286688091609587,0.002636756083153436,0.002295207367719053,0.0021296876056239294,,,,,,,0.002953166813131849,,,,,,,,,,0.002684697102847135,,0.00039290612814556696
193,2026-05-31,A5G,IE00BF0L3536,01550501W,,0.002295207367719053,,,-0.0010374122294374176,,0.0022833764019060685,,,,0.001276585077722701,,0.0022038558306954094,,,0.0035156747775379146,0.003257169279189539,,0.003305783746043114,,,-0.0004712500233721035,,,,0.006328214599568247,,,-0.0009286688091609587,,,,,,,,-0.0006986987728229925,,,,,0.004429750219697773,,,0.004429750219697773,,,,,,0.00041906390394364613
194,2026-05-31,A6I,KYG4124C1096,03696501W,,,,,,,,,,,0.001276585077722701,,,,-0.0011718915925126383,,,,,-0.002545833459596421,-0.0025169035339191893,0.0018534519747689425,,0.0013302553212305624,,,,,,-0.0013342621143667991,-0.0023071615727592565,-0.002150364184319307,-0.0011476036838595266,,,0.0025904972045016216,0.002060348939394313,0.002109404866522749,-0.0007650691225730178,,,,,,,,,,-0.0013672068579314114,-0.002060348939394313,-7.480129218399211e-05
195,2026-05-31,AAF,GB00BKDRYJ47,33273901W,,0.002295207367719053,0.00196006646889282,,0.0020319955136228317,,-0.0007730803175737824,,,0.004867857384283267,,-0.0018770128049566833,0.0022038558306954094,,0.0022600766427029453,,0.003257169279189539,,0.003305783746043114,,,0.0018534519747689425,,,,,,0.003885745806752432,0.0018380706305799886,,,,,,,,0.002060348939394313,0.002109404866522749,,,,,,,,,,,0.002684697102847135,,0.0005775971119366651
196,2026-05-31,AAL,GB00BTK05J60,01550802W,,-0.0007730803175737824,-0.0006641304677208055,,-0.0010374122294374176,,-0.0007730803175737824,-0.001121455751822221,,-0.0012729167297982106,,,,,0.0022600766427029453,0.0035156747775379146,-0.0016590824792875555,,-0.0016653196314653281,,,0.0018534519747689425,,,,,,,,-0.0013342621143667991,-0.0023071615727592565,-0.002150364184319307,-0.0011476036838595266,,,,0.002060348939394313,0.002109404866522749,-0.0007650691225730178,,,,-0.0011565927466573819,-0.0011596204763606737,,-0.0028214969552215114,-0.004520153285405891,,,,-0.0003300268575968509
197,2026-05-31,AAPL,US0378331005,00169001,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,-0.0007730803175737824,-0.001121455751822221,0.00606815098588736,0.004867857384283267,,,0.0022038558306954094,,,,,0.009040306570811781,,0.0025312858398272987,0.0025312858398272987,-0.0004712500233721035,,,,,,,,0.002636756083153436,0.002295207367719053,,,,,0.0025904972045016216,,-0.000715630083957637,-0.0007650691225730178,0.005468827431725646,,,,,,,,,,0.0020413595482478217,0.0004655777010114987
198,2026-05-31,ABBN,CH0012221716,21041801W,,0.002295207367719053,0.00196006646889282,0.002109404866522749,,,,,,,0.001276585077722701,,,,,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,,,,,,,,,,,0.0025904972045016216,,-0.000715630083957637,-0.0007650691225730178,,,,,-0.0011596204763606737,,,,,,,0.00013623078141610832
199,2026-05-31,ABBV,US00287Y1091,01610101,,-0.0007730803175737824,-0.0006641304677208055,,0.0020319955136228317,0.0050338070678383785,,,-0.0015652827631440892,,,,,,-0.0011718915925126383,0.0035156747775379146,0.003257169279189539,-0.0023192409527213473,0.003305783746043114,,-0.0025169035339191893,-0.0004712500233721035,0.004342892372252718,0.0013302553212305624,,,-0.005986148945537531,-0.003885745806752432,-0.0009286688091609587,-0.0013342621143667991,,,-0.0011476036838595266,,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,,,,,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,,,,-0.0013672068579314114,,9.069689224830451e-05
200,2026-05-31,ABF,GB0006731235,01740401W,,,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,,,,,,,,,-0.0011718915925126383,,-0.0016590824792875555,,-0.0016653196314653281,,,-0.0004712500233721035,-0.0014914983904706306,-0.003955134124730154,,,0.005986148945537531,0.003885745806752432,,-0.0013342621143667991,,,,,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,0.003407500168998287,,0.004429750219697773,0.005537187774622216,0.008859500439395545,0.005679166948330478,0.002684697102847135,-0.002060348939394313,0.0004525862804095107
201,2026-05-31,ABI,BE0974293251,24163701W,,,0.00196006646889282,0.002109404866522749,0.0020319955136228317,,,,,,,,,,,,-0.0016590824792875555,,0.003305783746043114,-0.002545833459596421,-0.0025169035339191893,0.0018534519747689425,0.004342892372252718,-0.003955134124730154,,,,,-0.0009286688091609587,,,,-0.0011476036838595266,,,-0.0008754447074501527,,-0.000715630083957637,-0.0007650691225730178,,,-0.002237247585705946,,,-0.0015016102439653466,,-0.004520153285405891,-0.0028764611816219305,,,-0.000276638204121065
202,2026-05-31,ABN,NL0011540547,32076490W,,0.002295207367719053,,,0.0020319955136228317,,-0.0007730803175737824,-0.001121455751822221,,,0.001276585077722701,,,,,0.0035156747775379146,0.003257169279189539,,0.003305783746043114,,,-0.0004712500233721035,0.004342892372252718,,,-0.002171446186126359,,,-0.0009286688091609587,,,,,,,,-0.0006986987728229925,,,,,,,0.0022600766427029453,,,,0.005679166948330478,,,0.0004935597527177321
203,2026-05-31,ABNB,US0090661010,03746001,,,,0.002109404866522749,,,-0.0007730803175737824,-0.001121455751822221,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,0.0022038558306954094,,,0.0035156747775379146,,,0.003305783746043114,,,-0.0004712500233721035,-0.0014914983904706306,,,,,,-0.0009286688091609587,,,,,-0.0013105769880762642,-0.010804268828531154,-0.0008754447074501527,-0.0006986987728229925,,-0.0007650691225730178,-0.0019093750946973158,,,,,,,,,0.002684697102847135,,-0.00023212474172919928
204,2026-05-31,ABT,US0028241000,00107801,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,,,-0.0015652827631440892,,,,,,,-0.0010751820921596534,,-0.0023192409527213473,,,,-0.0004712500233721035,-0.0014914983904706306,,,,,-0.003885745806752432,-0.0009286688091609587,,,,,,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,,,,,-0.0011565927466573819,,-0.0015016102439653466,,,,-0.0013672068579314114,,-0.00035235765204841453
205,2026-05-31,ABX,CA06849F1080,00205501C,,,,,0.0020319955136228317,,0.0022833764019060685,,,0.004867857384283267,,0.005468827431725646,0.0022038558306954094,,,0.0035156747775379146,0.003257169279189539,,0.003305783746043114,,,0.0018534519747689425,,,,,,0.003885745806752432,0.0018380706305799886,0.002636756083153436,0.002295207367719053,0.0021296876056239294,0.0022600766427029453,-0.0013105769880762642,,0.0025904972045016216,0.002060348939394313,0.002109404866522749,0.002953166813131849,,,,0.003407500168998287,0.0022600766427029453,,,,,0.002684697102847135,,0.0009527985334345611
206,2026-05-31,AC,FR0000120404,10000101W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,-0.0007730803175737824,-0.001121455751822221,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,-0.0022148751098488863,,,-0.0010751820921596534,,,-0.0016653196314653281,-0.002545833459596421,,-0.0004712500233721035,,,,,,-0.003885745806752432,,,,,,0.003851956712780672,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,0.002953166813131849,,,,,,,,,,,,-0.00019480800375226186
207,2026-05-31,ACA,FR0000045072,02456302W,,0.002295207367719053,0.00196006646889282,0.002109404866522749,,,-0.0007730803175737824,-0.001121455751822221,,,0.001276585077722701,,,,-0.0011718915925126383,0.0035156747775379146,0.003257169279189539,,0.003305783746043114,,,-0.0004712500233721035,,,,-0.002171446186126359,,,,,,,,,,,-0.0006986987728229925,,,,,0.004429750219697773,0.003407500168998287,0.0022600766427029453,0.004429750219697773,,,0.005679166948330478,,0.0020413595482478217,0.0006600715467916587
208,2026-05-31,ACGL,BMG0450A1053,06130201,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,,-0.0010374122294374176,-0.0050338070678383785,-0.0007730803175737824,-0.001121455751822221,,,0.001276585077722701,,,,,-0.0010751820921596534,-0.0016590824792875555,,-0.0016653196314653281,,,-0.0004712500233721035,,,,-0.002171446186126359,,,0.0018380706305799886,,,,,,,,-0.0006986987728229925,-0.000715630083957637,,,-0.00240747294548792,0.004429750219697773,0.003407500168998287,-0.0011596204763606737,0.004429750219697773,0.005537187774622216,,0.005679166948330478,,-0.002060348939394313,5.118166264103421e-05
209,2026-05-31,ACS,ES0167050915,22218601W,,0.002295207367719053,0.00196006646889282,0.002109404866522749,,,0.0022833764019060685,,,,0.001276585077722701,,,,,,,,,0.0025312858398272987,0.0025312858398272987,-0.0004712500233721035,,0.0013302553212305624,,,,,0.0018380706305799886,,,,,0.003851956712780672,,-0.0008754447074501527,-0.0006986987728229925,,-0.0007650691225730178,,,,,,,,,,0.002684697102847135,0.0020413595482478217,0.0005505941985599139
210,2026-05-31,AD,NL0011794037,02366702W,,,0.00196006646889282,,,,,,,,,,0.0022038558306954094,,,,,,,0.0025312858398272987,0.0025312858398272987,-0.0004712500233721035,,0.0013302553212305624,,,0.005986148945537531,,0.0018380706305799886,0.002636756083153436,,0.0021296876056239294,,,,,0.002060348939394313,0.002109404866522749,-0.0007650691225730178,,,,,,,0.005537187774622216,0.008859500439395545,,0.002684697102847135,,0.0009201202534424156
211,2026-05-31,ADBE,US00724F1012,01254001,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,0.0020319955136228317,0.0050338070678383785,-0.0007730803175737824,0.0032812964590353873,0.00606815098588736,0.004867857384283267,,,0.0022038558306954094,0.003660950594791548,-0.0011718915925126383,,,0.009040306570811781,,,,-0.0004712500233721035,,,,,,,,,,0.0021296876056239294,0.0022600766427029453,,,,0.002060348939394313,0.002109404866522749,-0.0007650691225730178,,,,,0.0022600766427029453,,,,,,,0.000835483387534581
212,2026-05-31,ADDT B,SE0014781795,24731801W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,-0.0007730803175737824,,,,0.001276585077722701,,,,0.0022600766427029453,,,,,0.0025312858398272987,0.0025312858398272987,-0.0004712500233721035,,0.0013302553212305624,,,,,,,0.002295207367719053,,,-0.0013105769880762642,,,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,,-0.0011596204763606737,,,,,,,1.6078886058558943e-05
213,2026-05-31,ADI,US0326541051,00163201,0.0050338070678383785,0.002295207367719053,0.00196006646889282,0.002109404866522749,-0.0010374122294374176,,-0.0007730803175737824,,-0.0015652827631440892,-0.0012729167297982106,,0.005468827431725646,0.0022038558306954094,,,,,-0.0023192409527213473,,-0.002545833459596421,-0.0025169035339191893,0.0018534519747689425,,,,,,,-0.0009286688091609587,,,,,,,,-0.0006986987728229925,-0.000715630083957637,0.002953166813131849,-0.0019093750946973158,,,,-0.0011596204763606737,,,,,,,3.1222609169310366e-05
214,2026-05-31,ADM,GB00B02J6398,27097901W,,,,0.002109404866522749,-0.0010374122294374176,,-0.0007730803175737824,-0.001121455751822221,,,-0.003786111298886986,,0.0022038558306954094,,,-0.0010751820921596534,,,,,,-0.0004712500233721035,-0.0014914983904706306,,,0.006328214599568247,,,,,,,-0.0011476036838595266,,,,-0.0006986987728229925,-0.000715630083957637,,,,,-0.0011565927466573819,,-0.0015016102439653466,,,,,,-0.00015463584612033826
215,2026-05-31,ADM,US0394831020,00172201,-0.0025904972045016216,,-0.0006641304677208055,-0.001069987975772409,,,,,,,,,,-0.0036914585164148105,0.0022600766427029453,,0.003257169279189539,,,,,-0.0004712500233721035,-0.0014914983904706306,0.0013302553212305624,,,0.005986148945537531,0.003885745806752432,-0.0009286688091609587,0.002636756083153436,0.002295207367719053,0.0021296876056239294,0.0022600766427029453,,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,0.002953166813131849,,-0.00240747294548792,-0.002237247585705946,-0.0011565927466573819,,-0.0015016102439653466,-0.0028214969552215114,,0.005679166948330478,0.002684697102847135,,-0.0001317713338189489
216,2026-05-31,ADP,FR0010340141,27814201W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,0.0020319955136228317,,-0.0007730803175737824,,,,-0.003786111298886986,,,,,,,,,-0.002545833459596421,,-0.0004712500233721035,,-0.003955134124730154,,,,,,,,,,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,0.002109404866522749,-0.0007650691225730178,,,,,0.0022600766427029453,,,,,-0.0013672068579314114,0.0020413595482478217,-0.00025138584945732227
217,2026-05-31,ADP,US0530151036,00189101,,-0.0007730803175737824,-0.0006641304677208055,,,,-0.0007730803175737824,,,,0.001276585077722701,,,,,,,,,0.0025312858398272987,0.0025312858398272987,-0.0004712500233721035,,0.0013302553212305624,,,,,,-0.0013342621143667991,,,-0.0011476036838595266,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,-0.0019093750946973158,,,,,,,,,,0.0020413595482478217,-5.96589692901859e-07
218,2026-05-31,ADS,DE000A1EWWW0,22124401W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,0.0020319955136228317,,-0.0007730803175737824,-0.001121455751822221,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,,,-0.0011718915925126383,-0.0010751820921596534,-0.0016590824792875555,,-0.0016653196314653281,0.0025312858398272987,,0.0018534519747689425,-0.0014914983904706306,,,,,0.003885745806752432,,-0.0013342621143667991,-0.0023071615727592565,-0.002150364184319307,-0.0011476036838595266,0.003851956712780672,,0.0025904972045016216,0.002060348939394313,0.002109404866522749,-0.0007650691225730178,,,,,,,,,,-0.0013672068579314114,,2.9880410039639973e-05
219,2026-05-31,ADSK,US0527691069,00187801,0.0050338070678383785,0.002295207367719053,,,,,,,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,0.0022038558306954094,,-0.0011718915925126383,,,-0.0023192409527213473,,,0.0025312858398272987,-0.0004712500233721035,,,,,,,,0.002636756083153436,0.002295207367719053,0.0021296876056239294,0.0022600766427029453,,,-0.0008754447074501527,-0.0006986987728229925,,-0.0007650691225730178,0.005468827431725646,0.004662894968102919,,,,,,,,,0.0020413595482478217,0.0005066779566836586
220,2026-05-31,ADYEN,NL0012969182,32740101W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,-0.0007730803175737824,-0.001121455751822221,,,-0.003786111298886986,,,,0.0022600766427029453,-0.0010751820921596534,-0.0016590824792875555,,,,,-0.0004712500233721035,-0.0014914983904706306,,,,,,-0.0009286688091609587,,,,-0.0011476036838595266,,,,-0.0006986987728229925,-0.000715630083957637,,,,-0.002237247585705946,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,-0.0028214969552215114,,-0.0028764611816219305,,-0.002060348939394313,-0.0005273271745769456
221,2026-05-31,AEE,US0236081024,01086001,,,-0.0006641304677208055,,,,-0.0007730803175737824,,,,,,0.0022038558306954094,,,,,,,,,-0.0004712500233721035,,,,,,,,,0.002295207367719053,,,-0.0013105769880762642,0.013028677116758156,,,,,0.005468827431725646,,,-0.0011565927466573819,,-0.0015016102439653466,,,,,,0.0003780449487231646
222,2026-05-31,AEM,CA0084741085,00118601C,,,,,,,-0.0007730803175737824,-0.001121455751822221,,0.004867857384283267,,0.005468827431725646,0.0022038558306954094,0.003660950594791548,0.0022600766427029453,0.0035156747775379146,0.003257169279189539,,,,,0.0018534519747689425,,,0.010804268828531154,,,,,0.002636756083153436,0.002295207367719053,0.0021296876056239294,,0.003851956712780672,0.013028677116758156,0.0025904972045016216,,,0.002953166813131849,,,,,,,,,,0.002684697102847135,,0.0011784510176427356
223,2026-05-31,AENA,ES0105046017,31921901W,,0.002295207367719053,,,-0.0010374122294374176,,,,,,,,,,,,,,,-0.002545833459596421,-0.0025169035339191893,-0.0004712500233721035,,-0.003955134124730154,,,,,,,,,-0.0011476036838595266,-0.0013105769880762642,,,,-0.000715630083957637,-0.0007650691225730178,,,,,,,,,,-0.0013672068579314114,,-0.00041309577639726976
224,2026-05-31,AEP,US0255371017,00144001,,,-0.0006641304677208055,,,,,,,,0.001276585077722701,,,,,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,-0.002171446186126359,,,,,,,,-0.0013105769880762642,-0.010804268828531154,,,,,,,-0.002237247585705946,-0.0011565927466573819,,,,,-0.0028764611816219305,,,-0.00038782158342252405
225,2026-05-31,AER,NL0000687663,17609201,0.0050338070678383785,0.002295207367719053,0.00196006646889282,0.002109404866522749,0.0020319955136228317,0.0050338070678383785,0.0022833764019060685,,,,-0.003786111298886986,,,,-0.0011718915925126383,,,,,-0.002545833459596421,-0.0025169035339191893,0.0018534519747689425,,-0.003955134124730154,,,,,,-0.0013342621143667991,,0.0021296876056239294,,-0.0013105769880762642,,0.0025904972045016216,0.002060348939394313,0.002109404866522749,-0.0007650691225730178,-0.0019093750946973158,0.004662894968102919,,,0.0022600766427029453,,,,,-0.0013672068579314114,,0.00030500475609744105
226,2026-05-31,AFL,US0010551028,00144901,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,-0.0007730803175737824,-0.001121455751822221,,,0.001276585077722701,,,,,-0.0010751820921596534,,,-0.0016653196314653281,,,-0.0004712500233721035,,,,,,,-0.0009286688091609587,,,,-0.0011476036838595266,,,,-0.0006986987728229925,-0.000715630083957637,,-0.0019093750946973158,,,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,,,,,,-0.0003731449680039783
227,2026-05-31,AFRM,US00827B1061,03741301,,,,,-0.0010374122294374176,-0.0050338070678383785,-0.0007730803175737824,-0.001121455751822221,,,-0.003786111298886986,,,,-0.0011718915925126383,-0.0010751820921596534,-0.0016590824792875555,,-0.0016653196314653281,,,0.0018534519747689425,,,,,,,,,,,-0.0011476036838595266,,,,0.002060348939394313,,,-0.0019093750946973158,-0.00240747294548792,-0.002237247585705946,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,-0.0028214969552215114,,-0.0028764611816219305,,-0.002060348939394313,-0.0006090135718333969
228,2026-05-31,AGI,CA0115321089,12345501C,,,,,0.0020319955136228317,,-0.0007730803175737824,-0.001121455751822221,,0.004867857384283267,,,0.0022038558306954094,0.003660950594791548,0.0022600766427029453,0.0035156747775379146,,,0.003305783746043114,,,0.0018534519747689425,,,0.010804268828531154,,,,,,,,,0.003851956712780672,,0.0025904972045016216,0.002060348939394313,0.002109404866522749,-0.0007650691225730178,,,,-0.0011565927466573819,0.0022600766427029453,,,,,,,0.0007992349008432426
229,2026-05-31,AGN,BMG0112X1056,01559801W,,-0.0007730803175737824,-0.0006641304677208055,,,,-0.0007730803175737824,-0.001121455751822221,,,0.001276585077722701,,,,,-0.0010751820921596534,-0.0016590824792875555,,-0.0016653196314653281,,,-0.0004712500233721035,-0.0014914983904706306,,,,,,-0.0009286688091609587,,,-0.002150364184319307,-0.0011476036838595266,,,,0.002060348939394313,,,,,,-0.0011565927466573819,0.0022600766427029453,,,,,,0.0020413595482478217,-0.00011688406781425924
230,2026-05-31,AGS,BE0974264930,01644701W,,-0.0007730803175737824,-0.0006641304677208055,,-0.0010374122294374176,,0.0022833764019060685,-0.001121455751822221,,,,,,,,-0.0010751820921596534,-0.0016590824792875555,,-0.0016653196314653281,,,0.0018534519747689425,-0.0014914983904706306,,,-0.002171446186126359,,,,,,0.0021296876056239294,0.0022600766427029453,,,,0.002060348939394313,0.002109404866522749,,,,0.004429750219697773,0.003407500168998287,0.0022600766427029453,0.004429750219697773,0.005537187774622216,,0.005679166948330478,,,0.0006489883249442568
231,2026-05-31,AI,FR0000120073,10120201W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,-0.0007730803175737824,-0.001121455751822221,,-0.0012729167297982106,,-0.0018770128049566833,,,,0.0035156747775379146,,,0.003305783746043114,,,-0.0004712500233721035,,,,,,,-0.0009286688091609587,,,,-0.0011476036838595266,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,-0.0011565927466573819,,,-0.0028214969552215114,-0.004520153285405891,,-0.0013672068579314114,,-0.0004777302239501063
232,2026-05-31,AIA,NZAIAE0002S6,22276101W,,,,,,,0.0022833764019060685,,,,-0.003786111298886986,,,,,,,,,-0.002545833459596421,-0.0025169035339191893,0.0018534519747689425,,-0.003955134124730154,,,,,-0.0009286688091609587,-0.0013342621143667991,,,,-0.0013105769880762642,,0.0025904972045016216,0.002060348939394313,0.002109404866522749,,,,,,,,,,,-0.0013672068579314114,-0.002060348939394313,-0.0001745435704598475
233,2026-05-31,AIG,US0268747849,00148701,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,0.0020319955136228317,0.0050338070678383785,0.0022833764019060685,0.0032812964590353873,,,0.001276585077722701,,,,,-0.0010751820921596534,,,-0.0016653196314653281,,,-0.0004712500233721035,,,,-0.002171446186126359,,,0.0018380706305799886,,,,,,,,,0.002109404866522749,,-0.0019093750946973158,,,-0.0011565927466573819,,,0.005537187774622216,,0.005679166948330478,,,0.0004912215945941144
234,2026-05-31,AIR,NL0000235190,22083302W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,0.0022833764019060685,,,,,,,,-0.0011718915925126383,,,,,0.0025312858398272987,,-0.0004712500233721035,,,,,,,,-0.0013342621143667991,-0.0023071615727592565,-0.002150364184319307,-0.0011476036838595266,,,-0.0008754447074501527,,-0.000715630083957637,-0.0007650691225730178,,,,,,,,,,-0.0013672068579314114,0.0020413595482478217,-5.728533789743491e-05
235,2026-05-31,AJG,US3635761097,00497301,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,-0.0007730803175737824,-0.001121455751822221,,,,,,,,-0.0010751820921596534,,,-0.0016653196314653281,,,-0.0004712500233721035,-0.0014914983904706306,,,,,,,,,,-0.0011476036838595266,,,,-0.0006986987728229925,-0.000715630083957637,,-0.0019093750946973158,-0.00240747294548792,-0.002237247585705946,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,-0.0028214969552215114,,-0.0028764611816219305,,-0.002060348939394313,-0.0006861197267823755
236,2026-05-31,AKRBP,NO0010345853,27569602W,,,,,0.0020319955136228317,,-0.0007730803175737824,-0.001121455751822221,,,-0.003786111298886986,,,,-0.0011718915925126383,,,,,,,-0.0004712500233721035,,-0.003955134124730154,,,,-0.003885745806752432,,,-0.0023071615727592565,0.0021296876056239294,-0.0011476036838595266,-0.0013105769880762642,,,,,-0.0007650691225730178,,,,,-0.0011596204763606737,,,,,-0.0013672068579314114,0.0020413595482478217,-0.00030945924588895036
237,2026-05-31,AKZA,NL0013267909,01533401W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,0.0022833764019060685,,,-0.0012729167297982106,,-0.0018770128049566833,-0.0022148751098488863,,,-0.0010751820921596534,,,,,,-0.0004712500233721035,,,,,,0.003885745806752432,-0.0009286688091609587,,,,0.0022600766427029453,-0.0013105769880762642,,,,,0.002953166813131849,,,,,,,0.005537187774622216,,,,,0.0002038296618362098
238,2026-05-31,ALA,CA0213611001,12219401C,,,,,,,-0.0007730803175737824,-0.001121455751822221,,,0.001276585077722701,,,,,,,,,,0.0025312858398272987,-0.0004712500233721035,,0.0013302553212305624,-0.010547024332613744,-0.002171446186126359,,,-0.0009286688091609587,,,,,0.003851956712780672,,,,0.002109404866522749,,,,,,,,-0.0028214969552215114,,-0.0028764611816219305,,,-4.463490292744362e-05
239,2026-05-31,ALAB,US04626A1034,04509401,,-0.0007730803175737824,,,-0.0010374122294374176,,-0.0007730803175737824,0.0032812964590353873,-0.0015652827631440892,-0.0012729167297982106,,0.005468827431725646,0.0022038558306954094,,0.0022600766427029453,,,0.009040306570811781,,,,0.0018534519747689425,,,,,,,,0.002636756083153436,0.002295207367719053,,,,,0.0025904972045016216,,0.002109404866522749,0.002953166813131849,0.005468827431725646,,,,-0.0011596204763606737,,,,,,-0.002060348939394313,0.000657256813105817
240,2026-05-31,ALC,CH0432492467,03505601W,,0.002295207367719053,0.00196006646889282,-0.001069987975772409,-0.0010374122294374176,,,,-0.0015652827631440892,,,,,,,-0.0010751820921596534,-0.0016590824792875555,-0.0023192409527213473,-0.0016653196314653281,-0.002545833459596421,-0.0025169035339191893,-0.0004712500233721035,-0.0014914983904706306,,,,,0.003885745806752432,,,,,,,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,,,,-0.002237247585705946,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,,,,,,-0.0004488784873638117
241,2026-05-31,ALFA,SE0000695876,25192101W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,-0.0007730803175737824,,,,0.001276585077722701,,,,-0.0011718915925126383,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,,,,-0.0009286688091609587,-0.0013342621143667991,-0.0023071615727592565,-0.002150364184319307,-0.0011476036838595266,,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,,-0.0011596204763606737,,,,,,,-0.00020499324413760742
