style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Size,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
124,2026-07-31,7453,JP3976300008,20675501W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,-0.0005445960691632988,,,-0.000580083532316797,,-0.0008092773755049022,,,0.0014199590760392762,,-0.000863631826098515,-0.00047820935825289675,-0.0005497703786090309,-0.0007099795380196381,,-0.0011689562090626366,-0.0007926483883369932,,,,0.0016185547510098044,,,0.0013378805167306475,,,,-0.0006747910477970904,,-0.0013301915482436897,,,,,,-0.0009524828370140001,,,,,,-0.00037032532703104327,,-0.0002778551373282137,,-0.0010666052045824978,-0.00021170206773700912
125,2026-07-31,7532,JP3639650005,21318601W,-0.00031619307294317216,,,,,-0.00043343320111311243,,0.001701862716135309,,-0.0008092773755049022,,,-0.0007301366857867572,,-0.000863631826098515,-0.00047820935825289675,-0.0005497703786090309,-0.0007099795380196381,,-0.0011689562090626366,,,,,0.0016185547510098044,,,0.0013378805167306475,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,,0.0026005992066786745,,,,,,,,,,,,-0.00037032532703104327,,-0.0002778551373282137,,,5.2896152053106105e-06
126,2026-07-31,7550,JP3429300001,20750101W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,-0.00043343320111311243,,-0.000580083532316797,,-0.0008092773755049022,,-0.0023861167978804334,-0.0007301366857867572,,-0.000863631826098515,-0.00047820935825289675,-0.0005497703786090309,-0.0007099795380196381,,-0.0011689562090626366,,,,,0.0016185547510098044,,,-0.0003434025658670653,,0.0011630820572583016,,-0.0006747910477970904,0.0009524828370140001,0.0026005992066786745,-0.00039700399553070675,,,,,-0.0009524828370140001,,,,,,-0.00037032532703104327,,-0.0002778551373282137,,,-0.000220509056604327
127,2026-07-31,7733,JP3201200007,10068601W,,,,,0.0010617125201578075,,,,,-0.0008092773755049022,,,,,-0.000863631826098515,-0.00047820935825289675,-0.0005497703786090309,,,,-0.0007926483883369932,,,,,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,,,-0.00039700399553070675,,-0.0011127563913192406,,,,,0.0011808843336449082,,-0.0007766890248134296,,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,,-0.00010905867458317644
128,2026-07-31,7735,JP3494600004,10038801W,0.0009295314433510121,,,,,0.001278747676212166,,-0.000580083532316797,,-0.0008092773755049022,,0.0023617686672898165,0.0014199590760392762,,,-0.00047820935825289675,,,,-0.0011689562090626366,,0.001315075735195466,,,0.0016185547510098044,,,-0.0003434025658670653,,,,,,,-0.00039700399553070675,,-0.0011127563913192406,,,-0.0009524828370140001,,,,,,,,,,,7.267965387932133e-05
129,2026-07-31,7741,JP3837800006,10043301W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,,,,-0.0016532380671028715,0.0031705935533479727,,,,,-0.000863631826098515,0.001881734385320342,-0.0005497703786090309,,,,-0.0007926483883369932,,-0.0023145332939440203,,,,,-0.0003434025658670653,,,,-0.0006747910477970904,-0.00048019362944896687,,-0.00039700399553070675,,,,,,,-0.0006074890535286143,-0.001361490172908247,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,-0.0010666052045824978,-0.00028243814504504323
130,2026-07-31,7751,JP3242800005,00272101W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,0.001278747676212166,,-0.000580083532316797,,-0.0008092773755049022,,,,,,-0.00047820935825289675,,,,-0.0011689562090626366,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,0.0009524828370140001,,-0.00039700399553070675,,-0.0011127563913192406,,,0.0009485792188295165,,0.0011808843336449082,,,,,,,,,-9.063819341587893e-06
131,2026-07-31,7832,JP3778630008,20400902W,-0.00031619307294317216,,,,-0.0005445960691632988,0.001278747676212166,,0.001701862716135309,,-0.0008092773755049022,,,0.0014199590760392762,,-0.000863631826098515,-0.00047820935825289675,-0.0005497703786090309,-0.0007099795380196381,,-0.0011689562090626366,,,-0.0023145332939440203,,-0.0004125727796691658,,,-0.0003434025658670653,,,,-0.0006747910477970904,,0.0026005992066786745,-0.00039700399553070675,,,,,-0.0009524828370140001,,,,,,,,-0.0002778551373282137,,-0.0010666052045824978,-8.191229872407611e-05
132,2026-07-31,7911,JP3629000005,10072901W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,0.0010617125201578075,-0.00043343320111311243,,,-0.0016532380671028715,,,,,,,,-0.0005497703786090309,,,,,,,,0.0016185547510098044,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,0.0009524828370140001,,-0.00039700399553070675,,-0.0011127563913192406,,,,,0.0011808843336449082,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,,9.754383146206784e-05
133,2026-07-31,7912,JP3493800001,01782701W,0.0009295314433510121,-0.0003459691022337848,,-0.00035718106388025003,,0.001278747676212166,,,0.0005577188660106073,,,,,0.0006888491946261965,,,-0.0005497703786090309,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,0.0009524828370140001,,-0.00039700399553070675,,-0.0011127563913192406,,,,,,,0.0015430221959626803,0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,9.590373630794802e-06
134,2026-07-31,7936,JP3118000003,10084001W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,,0.001278747676212166,,0.001701862716135309,,0.0031705935533479727,,,-0.0007301366857867572,,-0.000863631826098515,0.001881734385320342,-0.0005497703786090309,-0.0007099795380196381,,0.004538300576360824,-0.0007926483883369932,0.001315075735195466,,,0.0016185547510098044,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,-0.0006747910477970904,,,-0.00039700399553070675,,,,,-0.0009524828370140001,,,,,,-0.00037032532703104327,,-0.0002778551373282137,,,0.000244276864928289
135,2026-07-31,7974,JP3756600007,10245001W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,,,-0.000580083532316797,,,0.001377698389252393,,,,-0.000863631826098515,,0.0010866353492694932,,,,-0.0007926483883369932,,,,,,,,,,-0.000362211783089831,,-0.00048019362944896687,,,,,,,,,,,,,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,,-4.440381631006945e-05
136,2026-07-31,8001,JP3143600009,10043501W,,,,0.0010520605881563728,,-0.00043343320111311243,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,,,,,,,,0.0009485792188295165,,,,0.0015430221959626803,0.0013456588918279188,,,-0.0002778551373282137,,,6.056126380993206e-05
137,2026-07-31,8002,JP3877600001,10054501W,,,,0.0010520605881563728,,-0.00043343320111311243,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,,,,0.0009524828370140001,,-0.00039700399553070675,,-0.0011127563913192406,,,0.0009485792188295165,,,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,,7.575341291771572e-05
138,2026-07-31,8015,JP3635000007,10194001W,,-0.0003459691022337848,,,0.0010617125201578075,-0.00043343320111311243,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,-0.0005497703786090309,,,,,0.001315075735195466,,0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,,-0.000362211783089831,,0.0009524828370140001,,-0.00039700399553070675,,-0.0011127563913192406,,,0.0009485792188295165,,0.0011808843336449082,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,,0.00062051830936837,-0.0002778551373282137,,,0.00018158514786983248
139,2026-07-31,8031,JP3893600001,00747101W,-0.00031619307294317216,,,0.0010520605881563728,,-0.00043343320111311243,,,-0.0016532380671028715,,,,-0.0007301366857867572,-0.00204825955216285,,,-0.0005497703786090309,,,,,,,,0.0016185547510098044,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,,,,0.0009485792188295165,,,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,-0.00037032532703104327,,-0.0002778551373282137,,,1.529859881748304e-05
140,2026-07-31,8035,JP3571400005,10065801W,0.0009295314433510121,0.0010196181911647667,,,-0.0005445960691632988,,,-0.000580083532316797,,0.0031705935533479727,,,0.0014199590760392762,,,0.001881734385320342,,,,0.004538300576360824,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,,,,,-0.00039700399553070675,,,,,,,-0.0006074890535286143,,,,,,,,,0.00011427999654581188
141,2026-07-31,8053,JP3404600003,10184601W,0.0009295314433510121,,,0.0010520605881563728,,0.001278747676212166,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,,,,,,,,,-0.0004125727796691658,,,0.0013378805167306475,,,,,,,0.0011630820572583016,,0.0010969352104000098,,,0.0009485792188295165,,,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,,0.00062051830936837,0.0010917609877094435,,,0.00029177837342847485
142,2026-07-31,8058,JP3898400001,10055501W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,0.0010617125201578075,0.001278747676212166,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,,,,,,,,,0.0016185547510098044,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,0.0009524828370140001,,-0.00039700399553070675,,,,,0.0009485792188295165,,,0.0013535282420725264,,0.0013456588918279188,,0.00062051830936837,-0.0002778551373282137,,,0.00016054534772107524
143,2026-07-31,8113,JP3951600000,10485401W,-0.00031619307294317216,-0.0003459691022337848,,,,,,,,,-0.0013859480802060002,,-0.0007301366857867572,0.0006888491946261965,,-0.00047820935825289675,-0.0005497703786090309,,0.0010332737919392947,,-0.0007926483883369932,,-0.0023145332939440203,-0.001315075735195466,,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,,,,-0.0009524828370140001,,,,-0.0007766890248134296,,,0.00062051830936837,0.0010917609877094435,,-0.0010666052045824978,-0.00020053552849120092
144,2026-07-31,8136,JP3343200006,10136001W,-0.00031619307294317216,0.0010196181911647667,,,,,,,,0.0031705935533479727,,-0.0023861167978804334,0.0014199590760392762,,-0.000863631826098515,0.001881734385320342,-0.0005497703786090309,0.002183521975418887,,0.004538300576360824,-0.0007926483883369932,,-0.0023145332939440203,,0.0016185547510098044,,,0.0013378805167306475,,0.0011630820572583016,0.0010666052045824978,-0.0006747910477970904,,0.0026005992066786745,,,,,,-0.0009524828370140001,,,-0.001361490172908247,,,-0.00037032532703104327,,-0.0002778551373282137,,,2.393452014951425e-05
145,2026-07-31,823,HK0823032773,27457801W,-0.00031619307294317216,,,,,,,,,,,,,,,,0.0010866353492694932,,-0.0030454385446631845,,,-0.001315075735195466,0.002269150288180412,-0.001315075735195466,,,,-0.0003434025658670653,,,,,-0.00048019362944896687,0.0026005992066786745,,,,,,,,-0.0006074890535286143,,,,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,-1.6942708009161937e-05
146,2026-07-31,8267,JP3388200002,22239801W,-0.00031619307294317216,-0.0003459691022337848,,,-0.0005445960691632988,,,,,,-0.0013859480802060002,,-0.0007301366857867572,-0.00204825955216285,,-0.00047820935825289675,-0.0005497703786090309,,0.0010332737919392947,,0.0015638738472594732,0.001315075735195466,,0.001315075735195466,,,,0.0013378805167306475,,,,,-0.00048019362944896687,,0.0011630820572583016,0.0031277476945189464,0.0010969352104000098,,,0.0009485792188295165,,-0.0006074890535286143,0.0013535282420725264,-0.0007766890248134296,0.0013456588918279188,0.0010917609877094435,0.00062051830936837,0.0010917609877094435,-0.0009076601152721648,0.0010666052045824978,0.00035459852121096373
147,2026-07-31,83,HK0083000502,10344001W,-0.00031619307294317216,,,,,,,,,,,,,,,,-0.0005497703786090309,,0.0010332737919392947,,-0.0007926483883369932,-0.001315075735195466,-0.0023145332939440203,-0.001315075735195466,,,,0.0013378805167306475,,,,,,-0.0013301915482436897,,-0.0031277476945189464,0.0010969352104000098,,,,,-0.0006074890535286143,,,,0.0010917609877094435,0.00062051830936837,0.0010917609877094435,,-0.0010666052045824978,-0.00019176408345400738
148,2026-07-31,8306,JP3902900004,25294003W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,,0.001278747676212166,,-0.000580083532316797,0.0005577188660106073,,,,,,,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,0.002269150288180412,,,,,,,,-0.000362211783089831,,-0.00048019362944896687,,,,,,,0.0009485792188295165,-0.001780410226110785,,,-0.0007766890248134296,-0.0013456588918279188,,,,-0.0009076601152721648,0.0010666052045824978,0.00012936604166788413
149,2026-07-31,8308,JP3500610005,25293801W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,0.0010617125201578075,,,-0.000580083532316797,0.0005577188660106073,,,,,,-0.000863631826098515,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,0.002269150288180412,,,,,,,,,,,-0.0013301915482436897,,,,,,,,0.0011808843336449082,0.0013535282420725264,-0.0007766890248134296,,,,,-0.0009076601152721648,0.0010666052045824978,0.00018226039155466516
150,2026-07-31,8309,JP3892100003,25431801W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,0.0010617125201578075,-0.00043343320111311243,,,0.0005577188660106073,,,,,,,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,0.002269150288180412,,,,,,,,0.0010666052045824978,,0.0009524828370140001,,,,,,,,,,0.0013535282420725264,,,,,,-0.0009076601152721648,0.0010666052045824978,0.00026473486059591374
151,2026-07-31,8316,JP3890350006,01013701W,,,,,0.0010617125201578075,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,,,,,0.001701862716135309,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,0.002269150288180412,,,,,,,,,,,0.0026005992066786745,,,,,,0.0009485792188295165,,0.0011808843336449082,0.0013535282420725264,,,,,,-0.0009076601152721648,0.0010666052045824978,0.0002999368426401607
152,2026-07-31,8331,JP3511800009,01574801W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,0.0010617125201578075,,,0.001701862716135309,0.0005577188660106073,,,,,,,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,0.002269150288180412,,,,,,,,-0.000362211783089831,,,,,,,,,,-0.001780410226110785,,0.0013535282420725264,-0.0007766890248134296,-0.0013456588918279188,,,,-0.0009076601152721648,,0.0002010782485795628
153,2026-07-31,8411,JP3885780001,24813602W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,,0.001278747676212166,,-0.000580083532316797,0.0005577188660106073,,,0.0023617686672898165,,,,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,0.002269150288180412,,,,,,,,-0.000362211783089831,,-0.00048019362944896687,0.0026005992066786745,,,,,,0.0009485792188295165,,,0.0013535282420725264,-0.0007766890248134296,,,,,-0.0009076601152721648,0.0010666052045824978,0.00039652573567507826
154,2026-07-31,8473,JP3436120004,24221801W,-0.00031619307294317216,0.0010196181911647667,,0.0010520605881563728,-0.0005445960691632988,0.001278747676212166,,,,,-0.0013859480802060002,,0.0014199590760392762,,0.001701862716135309,,0.0010866353492694932,-0.0007099795380196381,,,,,-0.0023145332939440203,,,,,,,0.0011630820572583016,0.0010666052045824978,-0.0006747910477970904,0.0009524828370140001,,0.0011630820572583016,,0.0010969352104000098,,,,0.001780410226110785,-0.0006074890535286143,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,0.0010917609877094435,0.00062051830936837,0.0010917609877094435,0.0018082291358937658,0.0010666052045824978,0.00037606106379099
155,2026-07-31,8591,JP3200450009,01566801W,,0.0010196181911647667,,0.0010520605881563728,,-0.00043343320111311243,,,-0.0016532380671028715,,,0.0023617686672898165,-0.0007301366857867572,,0.001701862716135309,,,-0.0007099795380196381,0.0010332737919392947,,-0.0007926483883369932,,-0.0023145332939440203,,,,,,,,,-0.0006747910477970904,0.0009524828370140001,0.0026005992066786745,-0.00039700399553070675,,,,,,,,,,,,,-0.0002778551373282137,,,0.00011353515287361889
156,2026-07-31,8593,JP3499800005,20162801W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,,0.0005577188660106073,,,,-0.0007301366857867572,,-0.000863631826098515,,,-0.0007099795380196381,0.0010332737919392947,,-0.0007926483883369932,,-0.0023145332939440203,,,,,,,0.0011630820572583016,-0.000362211783089831,-0.0006747910477970904,0.0009524828370140001,,-0.00039700399553070675,,-0.0011127563913192406,,,,,-0.0006074890535286143,,,0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-0.00013460973587414956
157,2026-07-31,8601,JP3502200003,01548301W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,-0.0005445960691632988,0.001278747676212166,,,0.0005577188660106073,,-0.0013859480802060002,-0.0023861167978804334,,,0.001701862716135309,,0.0010866353492694932,-0.0007099795380196381,0.0010332737919392947,,,,-0.0023145332939440203,,,,,,,-0.00039295981221460445,,-0.0006747910477970904,,0.0026005992066786745,-0.00039700399553070675,,-0.0011127563913192406,,,,,-0.0006074890535286143,0.0013535282420725264,,,0.0010917609877094435,-0.00062051830936837,0.0010917609877094435,,0.0010666052045824978,-3.476563591652636e-05
158,2026-07-31,8604,JP3762600009,01561301W,,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,-0.0016532380671028715,,-0.0013859480802060002,,,,-0.000863631826098515,,-0.0005497703786090309,-0.0007099795380196381,0.0010332737919392947,,-0.0007926483883369932,,-0.0023145332939440203,,,,,,,-0.00039295981221460445,-0.000362211783089831,0.002630151470390932,0.0009524828370140001,0.0026005992066786745,-0.00039700399553070675,,-0.0011127563913192406,,,,0.001780410226110785,-0.0006074890535286143,,,,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,-0.00011049859323102393
159,2026-07-31,8630,JP3165000005,01593301W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,-0.0005445960691632988,0.001278747676212166,,,,,0.001377698389252393,,,,-0.000863631826098515,,-0.0005497703786090309,-0.0007099795380196381,,,-0.0007926483883369932,,,,,,,,,0.0011630820572583016,0.0010666052045824978,0.002630151470390932,0.0009524828370140001,0.0026005992066786745,,,,,,,0.001780410226110785,-0.0006074890535286143,-0.001361490172908247,0.0015430221959626803,0.0013456588918279188,,0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,0.00020248751790972073
160,2026-07-31,8697,JP3183200009,24094801W,,0.0010196181911647667,,0.0010520605881563728,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,,0.0023617686672898165,,,-0.000863631826098515,,-0.0005497703786090309,0.002183521975418887,0.0010332737919392947,,-0.0007926483883369932,,-0.0023145332939440203,,,,,,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,,,-0.00039700399553070675,,,,,,-0.001780410226110785,-0.0006074890535286143,0.0013535282420725264,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,0.0010666052045824978,-5.934513639731429e-05
161,2026-07-31,8725,JP3890310000,01577902W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,-0.0005445960691632988,0.001278747676212166,,,0.0005577188660106073,,0.001377698389252393,,,,,,-0.0005497703786090309,-0.0007099795380196381,,,,,,,,,,,,,,0.002630151470390932,0.0009524828370140001,,,,,,,,0.001780410226110785,-0.0006074890535286143,,0.0015430221959626803,0.0013456588918279188,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,,,0.00021710038909011366
162,2026-07-31,8750,JP3476480003,29430901W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,-0.0005445960691632988,0.001278747676212166,,,0.0005577188660106073,,0.001377698389252393,,,,,,-0.0005497703786090309,-0.0007099795380196381,0.0010332737919392947,,,,,,,,,,,,0.0010666052045824978,-0.0006747910477970904,-0.00048019362944896687,0.0026005992066786745,-0.00039700399553070675,,-0.0011127563913192406,,,,0.001780410226110785,0.0011808843336449082,,0.0015430221959626803,0.0013456588918279188,,0.00062051830936837,-0.0002778551373282137,0.0018082291358937658,0.0010666052045824978,0.00028785987263704277
163,2026-07-31,8766,JP3910660004,01565902W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,,0.0023617686672898165,,,-0.000863631826098515,,,-0.0007099795380196381,,,,,,,,,,,,0.0011630820572583016,0.0010666052045824978,-0.0006747910477970904,,0.0026005992066786745,,,,,,,,-0.0006074890535286143,,,,,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,6.259372431902279e-05
164,2026-07-31,8795,JP3539220008,25081801W,0.0009295314433510121,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,0.001278747676212166,,,0.0005577188660106073,,0.001377698389252393,,,,-0.000863631826098515,,-0.0005497703786090309,-0.0007099795380196381,,,,,,,,,,,,-0.00039295981221460445,-0.000362211783089831,0.002630151470390932,0.0009524828370140001,0.0026005992066786745,0.0011630820572583016,,0.0010969352104000098,,,,0.001780410226110785,-0.0006074890535286143,-0.001361490172908247,,0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,0.00017134067884599355
165,2026-07-31,8801,JP3893200000,10052201W,-0.00031619307294317216,,,,,,,,,,,,,,,,,,0.0010332737919392947,,-0.0007926483883369932,0.001315075735195466,,0.001315075735195466,,,,,,,,,0.0009524828370140001,0.0026005992066786745,,0.0031277476945189464,0.0010969352104000098,,,0.0009485792188295165,,,0.0013535282420725264,,0.0013456588918279188,0.0010917609877094435,,0.0010917609877094435,,0.0010666052045824978,0.00046154539764621495
166,2026-07-31,8802,JP3899600005,01562501W,,,,,,,,,,,,,,,,,-0.0005497703786090309,,0.0010332737919392947,,-0.0007926483883369932,0.001315075735195466,-0.0023145332939440203,0.001315075735195466,,,,,,,,,0.0009524828370140001,,,0.0031277476945189464,,,,0.0009485792188295165,,,,,0.0013456588918279188,-0.00037032532703104327,,-0.0002778551373282137,,0.0010666052045824978,0.00016591062985958158
167,2026-07-31,8830,JP3409000001,10260501W,-0.00031619307294317216,,,,,,,,,,,,,,,,,,0.0010332737919392947,,-0.0007926483883369932,,,,,,,0.0013378805167306475,,,,,,0.0026005992066786745,,0.0031277476945189464,0.0010969352104000098,,,,,,,,0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,0.0010666052045824978,0.0002168439482945341
168,2026-07-31,8951,JP3027670003,25211901W,-0.00031619307294317216,,,,,,,,,,,,,,,,-0.0005497703786090309,,0.0010332737919392947,,,-0.001315075735195466,0.002269150288180412,,,,,-0.0003434025658670653,,,,,-0.00048019362944896687,-0.0013301915482436897,,,-0.0011127563913192406,,,-0.0009524828370140001,,,-0.001361490172908247,,-0.0013456588918279188,,,0.0010917609877094435,,,-7.618673373494432e-05
169,2026-07-31,9020,JP3783600004,20172701W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,,,,-0.0016532380671028715,,,,-0.0007301366857867572,-0.00204825955216285,,,-0.0005497703786090309,,,,,-0.001315075735195466,,,-0.0004125727796691658,,,,,0.0011630820572583016,,,0.0009524828370140001,,-0.00039700399553070675,,,,,0.0009485792188295165,,,0.0013535282420725264,0.0015430221959626803,,0.0010917609877094435,-0.00062051830936837,-0.0002778551373282137,,,8.559016046891054e-06
170,2026-07-31,9021,JP3659000008,22237601W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,0.001278747676212166,,,-0.0016532380671028715,,,,-0.0007301366857867572,-0.00204825955216285,,,,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,0.0009524828370140001,,0.0011630820572583016,,0.0010969352104000098,,,,,-0.0006074890535286143,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,,,0.00021737905134595794
171,2026-07-31,9022,JP3566800003,21290101W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,0.001278747676212166,,,,,,,,-0.00204825955216285,,,-0.0005497703786090309,,,,,-0.001315075735195466,,-0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,,,-0.00039700399553070675,,-0.0011127563913192406,,,0.0009485792188295165,,-0.0006074890535286143,,0.0015430221959626803,,0.0010917609877094435,,-0.0002778551373282137,,,-6.065071430810994e-05
172,2026-07-31,9024,JP3417200007,31746501W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,0.001278747676212166,,,-0.0016532380671028715,,,,-0.0007301366857867572,-0.00204825955216285,,,-0.0005497703786090309,,,,,-0.001315075735195466,,-0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,-0.0011127563913192406,,,,,-0.0006074890535286143,0.0013535282420725264,,,-0.00037032532703104327,,-0.0002778551373282137,,,-0.00017367472535781064
173,2026-07-31,9042,JP3774200004,10107001W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,-0.00043343320111311243,,,,,,,-0.0007301366857867572,-0.00204825955216285,,,-0.0005497703786090309,,,,,-0.001315075735195466,,,-0.0004125727796691658,,,,,0.0011630820572583016,0.0010666052045824978,,0.0009524828370140001,,-0.00039700399553070675,,-0.0011127563913192406,,,,,0.0011808843336449082,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-1.6299594601184158e-05
174,2026-07-31,9101,JP3753000003,10015301W,-0.00031619307294317216,0.0010196181911647667,,0.0010520605881563728,-0.0005445960691632988,-0.00043343320111311243,,,-0.0016532380671028715,,,,-0.0007301366857867572,-0.00204825955216285,,,-0.0005497703786090309,,,,,-0.001315075735195466,,-0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,,,,,,-0.0006074890535286143,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,-6.5267739996861e-05
