style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Volatility,MP
344,2025-11-30,BG,CH1300646267,14443501,-0.001832075577430504,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,,,-0.0008281985487014606,,-0.002628630176313332,,-0.002902007714649918,,,-0.005757951814781583,-0.002225466038841962,-0.002049440476447682,,,0.002418339762208265,,,-0.001909215601743367,,,,-0.002418339762208265,,-0.0029733685600921295,-0.005109168511707602,,0.002609719167850646,-0.004650653388862048,-0.0007701718987924411,,0.0015568710915503854,-0.0015703504949404318,0.003048327431354956,-0.00207286265332137,,-0.0019502740017808592,-0.001879538675291398,0.001832075577430504,-0.002281452605856854,-0.0005632778949242853,-0.0006341800075720975,-0.001960816023412107,-0.001813754821656199,0.007718105624068931,-0.0007903071118327664,,-0.0006869166207675169
345,2025-11-30,BHP,AU000000BHP4,01331201W,,,,0.0015840653464246277,,,-0.0008281985487014606,-0.0005512932588620666,0.001314315088156666,,0.0028563068057577932,0.0028563068057577932,0.0033901959283293434,,,0.002037926765905841,-0.0027690913307728223,,,,0.0039005480035617184,,,,,0.0024023242670943032,0.0027274508596333816,,0.001314315088156666,,,,-0.0007701718987924411,,-0.000527254308620988,-0.0015703504949404318,,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,,,0.00036109219120576854
346,2025-11-30,BIIB,US09062X1037,02446801,-0.001832075577430504,-0.0007573089025704378,,-0.0005366138525610055,-0.001598021869300616,-0.003778655878450414,-0.0008281985487014606,0.0016122265081388433,,,,,-0.0011589487678314368,,0.002211896123970974,,,-0.0035563820032474486,-0.002434570230411005,-0.001971472632234999,0.0039005480035617184,0.001909215601743367,,,,,0.0027274508596333816,,,,-0.0008912800106418668,,,,-0.000527254308620988,-0.0015703504949404318,,,,,,-0.00046746258290108214,,,-0.0006341800075720975,0.0009830649439870997,-0.001813754821656199,,0.001563581742807068,,-0.00018640577584774496
347,2025-11-30,BIM,FR0013280286,27057801W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,-0.0008281985487014606,-0.0005512932588620666,0.001314315088156666,,-0.002902007714649918,-0.002902007714649918,-0.0011589487678314368,,,,,0.0035218540226333956,,,-0.0019822457067280863,0.001909215601743367,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,,,-0.000527254308620988,,,,,0.001960816023412107,,-0.00046746258290108214,,0.0016639952492258706,,0.0009830649439870997,,,,-0.0016950979641646717,-0.00026726421957824976
348,2025-11-30,BIRG,IE00BD1RP616,06359001W,,0.0014866842800460647,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,0.002037926765905841,-0.0027690913307728223,,,,,,,,,,0.0027274508596333816,,,,,,-0.0007701718987924411,,-0.000527254308620988,0.0007903071118327664,,,,,,,,,-0.0006341800075720975,,,,,,-8.558347070412617e-05
349,2025-11-30,BK,US0640581007,00201901,,,,,,,,-0.0005512932588620666,,,,,,,,,,,,,,,,,,0.0024023242670943032,-0.0008555447271963202,,,,-0.0008912800106418668,,,,,0.0007903071118327664,,,,,,,,,0.0018602613555448193,,,0.007718105624068931,-0.0007903071118327664,,0.00022235492716702763
350,2025-11-30,BKNG,US09857L1089,11931401,0.0034879900416465363,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,0.003701540452359589,0.0016340133528434224,,0.001314315088156666,,,,0.0033901959283293434,0.002902007714649918,0.002211896123970974,0.002037926765905841,,,,-0.001971472632234999,0.0039005480035617184,,,,,,0.0027274508596333816,,0.001314315088156666,,-0.0008912800106418668,,,,-0.000527254308620988,,,,0.002812022979311936,,,-0.00046746258290108214,0.002267193527070249,-0.0005632778949242853,,,0.0034547710888689505,,,,0.0009695977250803673
351,2025-11-30,BKR,US05722G1004,03210601,,,,-0.0005366138525610055,,,,0.0016122265081388433,,,,,,,,,,,,,,0.001909215601743367,,0.007718105624068931,,-0.002418339762208265,,-0.0029733685600921295,0.001314315088156666,,,,,,0.0015568710915503854,0.0007903071118327664,,,0.002812022979311936,,,0.001832075577430504,0.002267193527070249,,0.0018602613555448193,0.0009830649439870997,-0.001813754821656199,0.007718105624068931,,,0.0004839511946082078
352,2025-11-30,BKT,ES0113679I37,01584601W,,0.0014866842800460647,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,,,,0.002037926765905841,,,,,,,,,,0.0024023242670943032,0.0027274508596333816,,,,,,-0.0007701718987924411,,,0.0007903071118327664,,,,,,,,,-0.0006341800075720975,,,,,0.001671663430097879,0.00017565208331939207
353,2025-11-30,BKW,CH0130293662,10289002W,,-0.0007573089025704378,,,,,,0.0016122265081388433,,,,,,,0.002211896123970974,,,,,,,,0.006595472078749814,0.007718105624068931,0.006595472078749814,,,,,,,,,,,0.0007903071118327664,,,,,,,,,,,,,,-0.0016950979641646717,0.00037703254577259353
354,2025-11-30,BLDR,US12008R1077,16303601,,-0.0007573089025704378,,,,-0.003778655878450414,-0.0008281985487014606,,,,,,,,,,-0.0027690913307728223,,,0.001960816023412107,,-0.001909215601743367,,,,,,,,,,,-0.0007701718987924411,,-0.000527254308620988,-0.0015703504949404318,,-0.00207286265332137,-0.002812022979311936,-0.0019502740017808592,,-0.00046746258290108214,,-0.0005632778949242853,,-0.001960816023412107,-0.001813754821656199,,0.001563581742807068,,-0.0003873846524193504
355,2025-11-30,BLK,US09290D1019,12443401,-0.001832075577430504,,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,,,,,,,,,,0.001909215601743367,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,,,,,,,,,-0.0005632778949242853,-0.0006341800075720975,,0.0034547710888689505,-0.004218034468967904,-0.0007903071118327664,-0.0016950979641646717,-0.0001959404450985605
356,2025-11-30,BMED,IT0004776628,21295501W,,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,,,-0.0008281985487014606,,,,,,,,,,0.002748113366145756,,,,,,,,,0.0024023242670943032,0.0027274508596333816,,,,-0.0008912800106418668,,,,,0.0007903071118327664,,,,,,,,0.0016639952492258706,-0.0006341800075720975,,,,-0.0007903071118327664,0.001671663430097879,0.00029060834033145516
357,2025-11-30,BMO,CA0636711016,01558001C,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0008555447271963202,,,,,,-0.0007701718987924411,,,,,,,,,,,,0.0018602613555448193,,,,,,7.436200867855291e-06
358,2025-11-30,BMPS,IT0005508921,02458401W,,-0.0007573089025704378,,0.0015840653464246277,0.0015840653464246277,,-0.0008281985487014606,0.0016122265081388433,,,,,,,,,0.002748113366145756,,,,,,,,,,0.0027274508596333816,,,,,,,,-0.000527254308620988,0.0007903071118327664,,,,,,,,,-0.0006341800075720975,,,,,,0.00020848226276382444
359,2025-11-30,BMW,DE0005190003,10002201W,,-0.0007573089025704378,,,,,,-0.0005512932588620666,-0.002628630176313332,-0.004478406967052343,-0.002902007714649918,-0.002902007714649918,-0.0011589487678314368,,-0.002225466038841962,,,,,,-0.0019822457067280863,,,,,,-0.0008555447271963202,,0.001314315088156666,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,,,,-0.002812022979311936,,-0.001879538675291398,-0.00046746258290108214,-0.002281452605856854,-0.0005632778949242853,,,,,-0.0007903071118327664,,-0.000427841185970665
360,2025-11-30,BMW3,DE0005190037,10002202W,,,,,,,,,-0.002628630176313332,-0.004478406967052343,-0.002902007714649918,-0.002902007714649918,-0.0011589487678314368,,-0.002225466038841962,,,,,,-0.0019822457067280863,,,,,,-0.0008555447271963202,,0.001314315088156666,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,,,,-0.002812022979311936,,-0.001879538675291398,-0.00046746258290108214,-0.002281452605856854,-0.0005632778949242853,,,,,-0.0007903071118327664,,-0.0003798504443838585
361,2025-11-30,BMY,US1101221083,00240301,0.0034879900416465363,-0.0007573089025704378,,0.0015840653464246277,,0.003701540452359589,0.0016340133528434224,0.0016122265081388433,0.001314315088156666,,,,,0.002902007714649918,0.002211896123970974,0.002037926765905841,,,,0.001960816023412107,0.0039005480035617184,,,,,0.0024023242670943032,-0.0008555447271963202,0.0029733685600921295,,,,,-0.0007701718987924411,,0.0015568710915503854,0.0007903071118327664,,,,,,-0.00046746258290108214,,,-0.0006341800075720975,0.0009830649439870997,,,0.001563581742807068,0.001671663430097879,0.0007489801347359835
362,2025-11-30,BN,CA11271J1075,00236901C,,,,,,,,,,,,,,,,,,,,,,0.001909215601743367,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,-0.0015703504949404318,,,,,,,,0.0016639952492258706,-0.0006341800075720975,,,,-0.0007903071118327664,,-6.0879641129638946e-05
363,2025-11-30,BN,FR0000120644,01745202W,,,,-0.0005366138525610055,,,,,,,,,,,,0.002037926765905841,,,,,,0.001909215601743367,,,,,,,0.001314315088156666,,-0.0008912800106418668,,-0.0007701718987924411,,0.0015568710915503854,0.0007903071118327664,,,,,,-0.00046746258290108214,,,-0.0006341800075720975,,,,,,6.906829156089809e-05
364,2025-11-30,BN4,SG1U68934629,10007601W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,-0.0008281985487014606,0.0016122265081388433,,,,,,,,,-0.0027690913307728223,,-0.002434570230411005,-0.001971472632234999,,,,,,,,,,,,,-0.0007701718987924411,,-0.000527254308620988,0.0007903071118327664,,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,0.0009830649439870997,,,-0.0007903071118327664,,-0.00020704609976655768
365,2025-11-30,BNP,FR0000131104,01553204W,,-0.0007573089025704378,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,,,,0.002037926765905841,,,,,,,,,,,0.0027274508596333816,,,,,,,,-0.000527254308620988,,,,,,,,,,-0.0006341800075720975,,,,,0.001671663430097879,5.4673874601789486e-05
366,2025-11-30,BNR,DE000A1DAHH0,26983501W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,-0.0027690913307728223,,0.002418339762208265,0.001960816023412107,,,,,,,,,,,,,-0.0007701718987924411,,-0.000527254308620988,-0.0015703504949404318,,-0.00207286265332137,-0.002812022979311936,-0.0019502740017808592,,0.001832075577430504,,-0.0005632778949242853,-0.0006341800075720975,-0.001960816023412107,,,0.001563581742807068,,-0.0002488845960460831
367,2025-11-30,BNS,CA0641491075,01558201C,,,,,,,,,,,,,,,,,-0.0027690913307728223,,,,,,,,,,-0.0008555447271963202,,,,,,-0.0007701718987924411,,-0.000527254308620988,,,,,,,,,,0.0018602613555448193,,,,,,-2.2917085061125188e-05
368,2025-11-30,BNZL,GB00B0744B38,10009501W,,-0.0007573089025704378,,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,,,0.002418339762208265,0.001960816023412107,,,,,,,,,,,,,,,-0.000527254308620988,,,,-0.002812022979311936,,,-0.00046746258290108214,,-0.0005632778949242853,,,,,0.001563581742807068,,-2.368102286871277e-05
369,2025-11-30,BOL,FR0000039299,10289201W,,-0.0007573089025704378,,,,,,0.0016122265081388433,-0.002628630176313332,-0.004478406967052343,-0.002902007714649918,,-0.0011589487678314368,,,,,-0.0035563820032474486,,,,,0.006595472078749814,0.007718105624068931,0.006595472078749814,-0.002418339762208265,,-0.0029733685600921295,,,-0.0008912800106418668,,,,0.0015568710915503854,-0.0015703504949404318,,-0.00207286265332137,-0.002812022979311936,,,-0.00046746258290108214,-0.002281452605856854,,,,,,-0.0007903071118327664,,-8.268613843722643e-05
370,2025-11-30,BOL,SE0020050417,06489402W,,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,,,0.001314315088156666,,,,-0.0011589487678314368,,,,,,,,-0.0019822457067280863,0.001909215601743367,,,,0.0024023242670943032,-0.0008555447271963202,,0.001314315088156666,,,,,,-0.000527254308620988,-0.0015703504949404318,,0.002061085024609317,-0.002812022979311936,0.001960816023412107,-0.001879538675291398,0.001832075577430504,,0.0016639952492258706,,0.0009830649439870997,,,0.001563581742807068,,0.00036171236507537844
371,2025-11-30,BP.,GB0007980591,00241001W,,,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,,,,,,,,0.001960816023412107,,-0.001909215601743367,,,,,,0.0029733685600921295,0.001314315088156666,,,,,,-0.000527254308620988,0.0007903071118327664,,-0.00207286265332137,-0.002812022979311936,,,-0.00046746258290108214,,-0.0005632778949242853,0.0018602613555448193,-0.001960816023412107,,,0.001563581742807068,,9.693710507858874e-05
372,2025-11-30,BPE,IT0000066123,20064701W,,0.0014866842800460647,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,0.002748113366145756,,,,,,,,,-0.002418339762208265,-0.0008555447271963202,,,,,,-0.0007701718987924411,,-0.000527254308620988,0.0007903071118327664,,,,,,,,,,,,,,,-0.00018277892656174059
373,2025-11-30,BR,US11133T1034,17692801,,,,,,,,-0.0005512932588620666,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007903071118327664,-0.006254326971228272,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,,,-0.00013304212244349219
374,2025-11-30,BRKB,US0846707026,00217602,,-0.0007573089025704378,,-0.0005366138525610055,,,,,,,,,,,,,,,,,,-0.001909215601743367,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,,,,,,,,,-0.0005632778949242853,,,,,-0.0007903071118327664,-0.0016950979641646717,-0.0002198246655918577
375,2025-11-30,BRO,US1152361010,01541701,,-0.0007573089025704378,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,,,,,,,,,,,,,,-0.002418339762208265,-0.0008555447271963202,,,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,-0.0015703504949404318,,,,,,,,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,-0.004218034468967904,,-0.0016950979641646717,-0.00046084608908052193
376,2025-11-30,BS6,SG1U76934819,28437501W,,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,0.0016340133528434224,0.0016122265081388433,,,,,,,,,,,,-0.001971472632234999,,-0.001909215601743367,,,,,,,,,,,-0.0007701718987924411,,0.0015568710915503854,0.0007903071118327664,,-0.00207286265332137,0.002812022979311936,-0.0019502740017808592,,0.001832075577430504,,-0.0005632778949242853,,-0.001960816023412107,,,0.001563581742807068,,0.0003283346474670522
377,2025-11-30,BSX,US1011371077,02527901,,,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,,,,,,,,,,,,,,0.0024023242670943032,-0.0008555447271963202,,,,,,,0.004711051484821296,-0.000527254308620988,0.0007903071118327664,,,,,,0.001832075577430504,0.002267193527070249,,-0.0006341800075720975,0.0009830649439870997,,,-0.0007903071118327664,,9.140670395852747e-05
378,2025-11-30,BSY,US08265T2087,03707601,,-0.0007573089025704378,,-0.0005366138525610055,,-0.003778655878450414,-0.0008281985487014606,,,,,,-0.0011589487678314368,,,0.002037926765905841,,,,,,,,,,,,,,-0.0058508220053425765,-0.0008912800106418668,-0.004650653388862048,-0.0007701718987924411,-0.004423792247941948,-0.000527254308620988,0.0007903071118327664,-0.006254326971228272,,,,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,,,-0.001813754821656199,,,,-0.0005786549641796502
379,2025-11-30,BT.A,GB0030913577,00241101W,,,,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,0.001314315088156666,,,,-0.0011589487678314368,,,,,,,,,,,,,0.0024023242670943032,,0.0029733685600921295,,,0.002609719167850646,,,,,,,,,,,-0.00046746258290108214,,,,,,,,,3.3446866726909635e-05
380,2025-11-30,BTRW,GB0000811801,10017101W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,0.0016340133528434224,-0.0005512932588620666,-0.002628630176313332,-0.004478406967052343,,,-0.0011589487678314368,,-0.002225466038841962,-0.002049440476447682,,,,-0.001971472632234999,-0.0019822457067280863,-0.001909215601743367,,,,-0.002418339762208265,-0.0008555447271963202,-0.0029733685600921295,0.001314315088156666,,-0.0008912800106418668,,-0.0007701718987924411,,,,,,,,-0.001879538675291398,-0.00046746258290108214,-0.002281452605856854,-0.0005632778949242853,,0.0009830649439870997,,,-0.0007903071118327664,-0.0016950979641646717,-0.0006021519327865197
381,2025-11-30,BURL,US1220171060,01867501,0.0034879900416465363,,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,,,,,,,-0.0011589487678314368,-0.005757951814781583,-0.002225466038841962,,,,,0.001960816023412107,-0.0019822457067280863,,,,,,-0.0008555447271963202,,0.001314315088156666,,,,,,,,0.003048327431354956,-0.00207286265332137,,-0.0019502740017808592,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,,-0.001960816023412107,-0.001813754821656199,,-0.0007903071118327664,0.001671663430097879,-2.2894596238808375e-05
382,2025-11-30,BVI,FR0006174348,28696101W,,,,,,,,,,,,,,,,,,,,0.001960816023412107,,,,,,,,,,,,,,,0.0015568710915503854,0.0007903071118327664,,,,,,-0.00046746258290108214,,,,0.0009830649439870997,,,,0.001671663430097879,0.00012511740515440414
383,2025-11-30,BX,US09260D1072,17708801,,-0.0007573089025704378,0.0015840653464246277,-0.0005366138525610055,0.0015840653464246277,,,,,,,,,,,,,,,,,,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,,,-0.000527254308620988,-0.0015703504949404318,,,,,,,0.002267193527070249,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,-0.004218034468967904,-0.0007903071118327664,,-0.0002243372432180129
384,2025-11-30,BXB,AU000000BXB1,10046101W,,0.0014866842800460647,,0.0015840653464246277,0.0015840653464246277,,,0.0016122265081388433,,,,,,,,,,,,,,,,,,,,,,,,,-0.0007701718987924411,,-0.000527254308620988,,,,,,,0.001832075577430504,,-0.0005632778949242853,-0.0006341800075720975,,,,-0.0007903071118327664,,0.00015925308058839047
385,2025-11-30,BXP,US1011211018,06492501,,,,,,,,,,,,,,-0.005757951814781583,,,,,,,,,,,,,,0.0029733685600921295,,,,,-0.0007701718987924411,,,-0.0015703504949404318,,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,,0.001671663430097879,8.190906684092061e-05
386,2025-11-30,C,US1729674242,00324301,0.0034879900416465363,,,,,0.003701540452359589,0.0016340133528434224,0.0016122265081388433,,,,,,,,,,,,,,,,,,,-0.0008555447271963202,,,,,,,,0.0015568710915503854,,,,,,,,,,0.0018602613555448193,,0.0034547710888689505,,,,0.0005109404046942897
387,2025-11-30,C38U,SG1M51904654,25511801W,,,,,,,,,,,,,,,,,,-0.0035563820032474486,-0.002434570230411005,-0.001971472632234999,,,,,,,,,,,,,-0.0007701718987924411,,,,,,,,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,,,-0.00016236074202245605
388,2025-11-30,C6L,SG1V61937297,10071301W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,,,,,,,,,,,,,,,,,0.0015177864616369864,,0.0015568710915503854,0.0007903071118327664,,,-0.002812022979311936,-0.0019502740017808592,,0.001832075577430504,,0.0016639952492258706,0.0018602613555448193,-0.001960816023412107,,,0.001563581742807068,,-1.7670745775079402e-05
389,2025-11-30,CA,FR0000120172,10034601W,,-0.0007573089025704378,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,,,0.001314315088156666,,,,,,,,,,0.002418339762208265,0.001960816023412107,,,,,,-0.002418339762208265,,0.0029733685600921295,0.001314315088156666,,0.002609719167850646,,0.0015177864616369864,,-0.000527254308620988,,,,,,,0.001832075577430504,,-0.0005632778949242853,0.0018602613555448193,-0.001960816023412107,,,0.001563581742807068,0.001671663430097879,0.00045460536845669963
390,2025-11-30,CABK,ES0140609019,28687901W,,0.0014866842800460647,,,,,-0.0008281985487014606,0.0016122265081388433,,,,,,,,0.002037926765905841,0.002748113366145756,,,,,0.001909215601743367,,,,0.0024023242670943032,0.0027274508596333816,,,,,,,,,0.0007903071118327664,,,,,,,,,-0.0006341800075720975,,,,,,0.00026950059166243827
391,2025-11-30,CAE,CA1247651088,00252601C,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,,-0.0005512932588620666,,,,,,,,,0.002748113366145756,,-0.002434570230411005,-0.001971472632234999,,0.001909215601743367,,,,,,,,-0.0058508220053425765,,,,,0.0015568710915503854,0.0007903071118327664,0.003048327431354956,,0.002812022979311936,,,-0.00046746258290108214,,0.0016639952492258706,,0.0009830649439870997,,,,,-4.781204599518754e-06
392,2025-11-30,CAH,US14149Y1082,00275101,0.0034879900416465363,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,0.0016340133528434224,,0.001314315088156666,,,,-0.0011589487678314368,0.002902007714649918,-0.002225466038841962,0.002037926765905841,,0.0035218540226333956,0.002418339762208265,-0.001971472632234999,-0.0019822457067280863,-0.001909215601743367,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,-0.0007701718987924411,,0.0015568710915503854,0.0007903071118327664,,,,-0.0019502740017808592,,-0.00046746258290108214,,-0.0005632778949242853,0.0018602613555448193,-0.001960816023412107,0.0034547710888689505,,,,0.00033834922863821307
393,2025-11-30,CAP,FR0000125338,10194402W,,0.0014866842800460647,,-0.0005366138525610055,,,,-0.0005512932588620666,,-0.004478406967052343,-0.002902007714649918,-0.002902007714649918,-0.0011589487678314368,,,,,0.0035218540226333956,,,-0.0019822457067280863,,,,,,,,,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,0.0007903071118327664,,-0.00207286265332137,,-0.0019502740017808592,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,,-0.001960816023412107,,,0.001563581742807068,,-0.0002401383570800251
394,2025-11-30,CAR,AU000000CAR3,29273401W,,-0.0007573089025704378,,-0.0005366138525610055,,,-0.0008281985487014606,,,0.004423792247941948,,,-0.0011589487678314368,,,,,-0.0035563820032474486,,,,,,,,,,,,,,,,,-0.000527254308620988,-0.0015703504949404318,,,,,,-0.00046746258290108214,,,,,,,-0.0007903071118327664,,-0.00019650306338343001
395,2025-11-30,CARL B,DK0010181759,10113005W,,-0.0007573089025704378,,-0.0005366138525610055,,,0.0016340133528434224,,0.001314315088156666,,0.0028563068057577932,0.0028563068057577932,,,0.002211896123970974,0.002037926765905841,,,,,,,,,,-0.002418339762208265,,,0.001314315088156666,,,,,,-0.000527254308620988,0.0007903071118327664,,0.002061085024609317,,0.001960816023412107,0.003664151154861008,-0.00046746258290108214,,0.0016639952492258706,,0.0009830649439870997,,,,0.001671663430097879,0.00035372831105948805
396,2025-11-30,CARR,US14448C1045,03619101,-0.001832075577430504,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,,,,,,,,,,,,,,,,-0.001909215601743367,,,,,,,,-0.0058508220053425765,,-0.004650653388862048,,,-0.000527254308620988,-0.0015703504949404318,,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,-0.0007903071118327664,,-0.00035324464861949834
397,2025-11-30,CAT,US1491231015,00281701,-0.001832075577430504,,,-0.0005366138525610055,,,-0.0008281985487014606,,,,,,,,,,-0.0027690913307728223,,,0.001960816023412107,,-0.001909215601743367,,,,,,,,,,,-0.0007701718987924411,,-0.000527254308620988,0.0007903071118327664,,-0.00207286265332137,-0.002812022979311936,-0.0019502740017808592,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,-0.0007903071118327664,0.001671663430097879,-0.0002396158499103852
398,2025-11-30,CB,CH0044328745,02803401,0.0034879900416465363,,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,-0.0008281985487014606,0.0016122265081388433,,,,,,,,,,,,,,,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,,,-0.000527254308620988,,,,,,,,,-0.0005632778949242853,,,0.0034547710888689505,-0.004218034468967904,,,0.0002424118545066632
399,2025-11-30,CBA,AU000000CBA7,02451201W,,-0.0007573089025704378,,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,0.002037926765905841,,,,,,,,,,,0.0027274508596333816,,,,,,-0.0007701718987924411,,-0.000527254308620988,,,,,,,,,,-0.0006341800075720975,,,,,,-4.158019430925647e-05
400,2025-11-30,CBK,DE000CBK1001,01557501W,,,,,,,0.0016340133528434224,0.0016122265081388433,,,,,,,,0.002037926765905841,,,,,,,,,,-0.002418339762208265,0.0027274508596333816,,,,,,,,,,,,,,,,,,-0.0006341800075720975,,,,,,0.0001553208075038384
401,2025-11-30,CBOE,US12503M1080,18450001,,,0.0015840653464246277,,0.0015840653464246277,,,-0.0005512932588620666,,,,,,,,,,,,,,,,,,-0.002418339762208265,-0.0008555447271963202,,,,-0.0008912800106418668,,,,-0.000527254308620988,,,,,,,,-0.002281452605856854,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,,-0.0007903071118327664,-0.0016950979641646717,-0.0002721071889264101
402,2025-11-30,CBRE,US12504L1098,26077401,,,,,,,,,0.001314315088156666,,0.0028563068057577932,0.0028563068057577932,,0.002902007714649918,,,,0.0035218540226333956,0.002418339762208265,0.001960816023412107,,,,,,,,,,,,,0.0015177864616369864,,,,,0.002061085024609317,,0.001960816023412107,0.003664151154861008,-0.00046746258290108214,,0.0016639952492258706,0.0018602613555448193,0.0009830649439870997,,0.007718105624068931,0.001563581742807068,0.001671663430097879,0.0007642942565573468
403,2025-11-30,CCEP,GB00BDCPN049,01275602W,,,,-0.0005366138525610055,,,,,,,,0.0028563068057577932,,,0.002211896123970974,,,,,,,0.001909215601743367,,,,,,,0.001314315088156666,,-0.0008912800106418668,,,,-0.000527254308620988,0.0007903071118327664,,,,,,-0.00046746258290108214,,,,0.0009830649439870997,,,,,0.0001231363048972585
404,2025-11-30,CCH,CH0198251305,22126104W,,,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,0.0016340133528434224,,0.001314315088156666,,0.0028563068057577932,0.0028563068057577932,,,,,,,,,,,,,,,,,0.001314315088156666,,,,,,0.0015568710915503854,0.0007903071118327664,,0.002061085024609317,,,,-0.00046746258290108214,,,,,,,,,0.00037724130896116454
405,2025-11-30,CCI,US22822V1017,11349001,,,,,,,,,0.001314315088156666,,,,,0.002902007714649918,-0.002225466038841962,,,,,0.001960816023412107,,,,-0.007718105624068931,,,,,,,,,-0.0007701718987924411,,,-0.0015703504949404318,,,,0.001960816023412107,-0.001879538675291398,0.001832075577430504,,,-0.0006341800075720975,0.0009830649439870997,,-0.004218034468967904,-0.0007903071118327664,,-0.0002562133692575186
