style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Size,Valuation,Valuation,Valuation,Volatility,MP
99,2026-02-28,6594,JP3734800000,22182101W,,,,,,0.0010387729141808724,-0.0003999364201105233,,,,,,,,,,,,,,,0.0012355930452888273,,,,,,,,,,,0.0011396246534217337,0.0010671030845676235,0.0009947571127325303,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,,0.0012039111723327034,0.001349210796579754,-0.0010970218626396128,-0.0003798748844739113,,,,0.0014228041127568314,,,8.373457736095903e-05
100,2026-02-28,66,HK0066009694,24301101W,,-0.0005240238361716008,,,,-0.0010527474376900321,0.001173813393024386,,,,,,,-0.0017011788304701245,,,-0.001282856167239766,,,-0.0014858397380055517,,,,-0.002524329877471798,,,,,,,0.0016302963792005358,,0.0011396246534217337,0.0010671030845676235,-0.0005037825721134703,,,,-0.0012758841228525932,,-0.0003056805711001005,-0.0006844392962241317,-0.0010970218626396128,,,0.0009390507144195088,,,-0.000586906696512193,-0.0011073711254947036,-0.00019798473198816814
101,2026-02-28,669,HK0669013440,10340901W,,,,,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,0.0014858397380055517,,,,0.0008536824676540989,,,,,,,,,-0.00039257973010849026,,,,,,,,0.0012039111723327034,,,-0.0003798748844739113,,,,,0.0011621914782419663,,9.622309461790274e-05
102,2026-02-28,6701,JP3733000008,00765201W,,0.0010341968220479172,0.0010341968220479172,,,,0.001173813393024386,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,-0.0012899048274993253,,,-0.0006293905592624053,-0.0008475186953244664,0.0014858397380055517,-0.0008505894152350623,,-0.0007476518426906916,,,,,,,,0.0016302963792005358,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,,0.0014858397380055517,-0.0003056805711001005,,,-0.0003798748844739113,,,,,,,-0.0001598301969178343
103,2026-02-28,6702,JP3818000006,01846701W,,0.0010341968220479172,,,,,0.001173813393024386,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,-0.0012899048274993253,,0.001282856167239766,,-0.0008475186953244664,0.0014858397380055517,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,-0.0014581532832601066,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,,,,-0.00023007122810620755
104,2026-02-28,6723,JP3164720009,25766401W,,-0.0005240238361716008,,0.0010341968220479172,,-0.0010527474376900321,-0.0003999364201105233,-0.0018781014288390175,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,,,0.001268987451918255,,-0.001282856167239766,-0.0006293905592624053,-0.0008475186953244664,-0.0014858397380055517,-0.0008505894152350623,-0.0006310824693679495,-0.0007476518426906916,,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,,,,,,-0.0002255410925722645
105,2026-02-28,6752,JP3866800000,00711401W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,0.0010387729141808724,0.001173813393024386,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,,-0.0005576310655697796,-0.0016889401338480374,,,,0.0016302963792005358,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,0.0023243829564839327,,-0.0012758841228525932,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,0.0009390507144195088,,0.0014228041127568314,-0.000586906696512193,,-0.00011782086084938611
106,2026-02-28,6758,JP3435000009,00981801W,,,0.0010341968220479172,,,,0.001173813393024386,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,-0.0012899048274993253,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,-0.0005576310655697796,,,,,0.0016302963792005358,,,,-0.0005037825721134703,,0.0023243829564839327,,,0.0014858397380055517,0.0012039111723327034,,0.0010919194353715218,0.0014764948339929384,,0.0009390507144195088,,0.0014228041127568314,0.0011621914782419663,0.0010970218626396128,6.777675592040377e-05
107,2026-02-28,6762,JP3538800008,01027501W,,,,,,,-0.0003999364201105233,,-0.0019401874264865884,,-0.0008475186953244664,-0.0005359878506960666,,,-0.0012899048274993253,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,,,,,,0.0016302963792005358,,0.0011396246534217337,0.0010671030845676235,,,,-0.0010970218626396128,,,0.0012039111723327034,,-0.0010970218626396128,-0.0003798748844739113,,,,,,,-0.0001724468860382524
108,2026-02-28,6823,HK0000093390,30958701W,,,,,,,-0.0003999364201105233,,,,,-0.0005359878506960666,,,0.001268987451918255,,,,,,,,,,0.0016889401338480374,,,,,,,,,-0.0003595140560564735,,,,,,,-0.0003056805711001005,,,,,,,,0.0011621914782419663,,0.00013054845780035367
109,2026-02-28,6841,JP3955000009,10067101W,,,,,,,-0.0003999364201105233,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,,,-0.0012899048274993253,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,,,,,,,,-0.00039257973010849026,-0.0003595140560564735,,,,0.0010919194353715218,,,0.0012039111723327034,,0.0010919194353715218,0.0014764948339929384,,,,,,,-0.00010631942373079723
110,2026-02-28,6857,JP3122400009,10024501W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,,-0.0003999364201105233,0.0009543198317271431,0.0009504561886837133,0.0018631958619434695,0.002497475304307204,0.0015650845240325147,,,,,,0.0018485250283848597,0.002497475304307204,0.0014858397380055517,,0.0012355930452888273,0.0021940437252792257,,,,,,,,0.0016302963792005358,,-0.00039257973010849026,,,0.001449152337067143,,0.0010919194353715218,0.001268987451918255,0.0014858397380055517,-0.0003056805711001005,,0.0010919194353715218,-0.0003798748844739113,,,,,,,0.00041908205024431845
111,2026-02-28,6861,JP3236200006,10322801W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,-0.0010527474376900321,-0.0003999364201105233,,,,,,0.0027947937929152043,,-0.0012899048274993253,,-0.001282856167239766,-0.0006293905592624053,,-0.0014858397380055517,0.002497475304307204,,0.0021940437252792257,,,,,,,,,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,,,-0.0011073711254947036,-0.00011765867719233495
112,2026-02-28,6869,JP3351100007,21271201W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,-0.0010527474376900321,,0.0009543198317271431,0.0009504561886837133,0.0018631958619434695,-0.0008475186953244664,,,,,,,,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,-0.0008536824676540989,-0.0005576310655697796,-0.0016889401338480374,,,,,,,-0.0003595140560564735,0.0009947571127325303,,0.0023243829564839327,0.0010919194353715218,,,-0.0003056805711001005,0.001349210796579754,0.0010919194353715218,0.0014764948339929384,,-0.0009390507144195088,,,,-0.0011073711254947036,-0.00010152946515842137
113,2026-02-28,6902,JP3551500006,01911201W,,-0.0005240238361716008,,,,0.0010387729141808724,-0.0003999364201105233,,-0.0019401874264865884,,-0.0008475186953244664,-0.0005359878506960666,,,-0.0012899048274993253,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,-0.0006310824693679495,-0.0007476518426906916,,-0.0008536824676540989,-0.0005576310655697796,-0.0016889401338480374,,,,0.0016302963792005358,,0.0011396246534217337,0.0010671030845676235,,-0.0014581532832601066,,-0.0010970218626396128,,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,0.0009390507144195088,,,,-0.0011073711254947036,-0.0003158619199750499
114,2026-02-28,6920,JP3979200007,20197401W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,-0.0010527474376900321,0.001173813393024386,0.0009543198317271431,-0.0019401874264865884,-0.001893247408103848,0.002497475304307204,0.0015650845240325147,,,0.001268987451918255,,,0.0018485250283848597,0.002497475304307204,,0.002497475304307204,0.0012355930452888273,0.0021940437252792257,,,,,,,,0.0016302963792005358,,,,-0.0005037825721134703,0.001449152337067143,,0.0010919194353715218,0.001268987451918255,,-0.0003056805711001005,,,0.0014764948339929384,,-0.0009390507144195088,,,,,0.00046555576223018737
115,2026-02-28,6954,JP3802400006,10004801W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,,,,,,,,,0.0005796609348268573,,,-0.001282856167239766,,,-0.0014858397380055517,,0.0012355930452888273,,,,,,,,,0.0016302963792005358,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,0.001449152337067143,,,0.001268987451918255,,-0.0003056805711001005,-0.0006844392962241317,0.0010919194353715218,0.0014764948339929384,,,,-0.0014228041127568314,,-0.0011073711254947036,9.411836485257561e-05
116,2026-02-28,6971,JP3249600002,00651201W,,-0.0005240238361716008,,,,0.0010387729141808724,-0.0003999364201105233,-0.0018781014288390175,,,-0.0008475186953244664,-0.0005359878506960666,,,,,-0.001282856167239766,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,0.0014858397380055517,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,,,,,-0.0011073711254947036,-0.00021181894477880818
117,2026-02-28,6981,JP3914400001,10022601W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,,-0.0003999364201105233,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,0.0027947937929152043,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,,,,,,,,,,,,-0.0014581532832601066,,-0.0010970218626396128,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,,,-0.0011073711254947036,-3.7631478307948444e-05
118,2026-02-28,6988,JP3684000007,10068301W,,,,,,,,0.0009543198317271431,-0.0019401874264865884,-0.001893247408103848,0.002497475304307204,0.0015650845240325147,,,-0.0012899048274993253,,,0.0018485250283848597,0.002497475304307204,,-0.0008505894152350623,,,,-0.0008536824676540989,-0.0005576310655697796,-0.0016889401338480374,,,,,,,,0.0009947571127325303,0.001449152337067143,,0.0010919194353715218,,,-0.0003056805711001005,,,0.0014764948339929384,,-0.0009390507144195088,,,,,-4.669375356964662e-06
119,2026-02-28,7011,JP3900000005,10001201W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,-0.0003999364201105233,,,,,,,,,,,,,,,-0.0006310824693679495,,,,,,,,,0.0016302963792005358,,-0.00039257973010849026,-0.0003595140560564735,,,,,,,-0.0003056805711001005,,,0.0014764948339929384,,,,,-0.000586906696512193,,-5.662160095375234e-05
120,2026-02-28,7012,JP3224200000,10028801W,,-0.0005240238361716008,,-0.0010387729141808724,,,0.001173813393024386,,,,,,,,,,,,,,,0.0012355930452888273,,,,,,,,,0.0016302963792005358,,0.0011396246534217337,0.0010671030845676235,0.0009947571127325303,0.001449152337067143,,0.0010919194353715218,0.001268987451918255,,-0.0003056805711001005,0.001349210796579754,0.0010919194353715218,,,,,0.0014228041127568314,-0.000586906696512193,0.0010970218626396128,0.0002574966261637697
121,2026-02-28,7013,JP3134800006,10036201W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,,0.001173813393024386,,,,,,,0.0005796609348268573,,,0.001282856167239766,,,0.0014858397380055517,,0.0012355930452888273,,0.0008536824676540989,,,,,,,-0.0008237286968592181,,0.0011396246534217337,0.0010671030845676235,0.0009947571127325303,0.001449152337067143,,0.0010919194353715218,0.001268987451918255,,-0.0003056805711001005,,0.0010919194353715218,,,,,,,0.0010970218626396128,0.0003294503074413787
122,2026-02-28,7181,JP3233250004,32061001W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,,,,,,,,,0.0005796609348268573,0.001268987451918255,,,,,,,,,,,-0.0005576310655697796,,,,,,,,,0.0009947571127325303,,,0.0010919194353715218,,,,,0.0010919194353715218,,,,,,-0.000586906696512193,,0.00019600109963212377
123,2026-02-28,7182,JP3946750001,32060901W,,,,,,0.0010387729141808724,,,,,,,,0.0005796609348268573,,,,,,,,,,,0.0016889401338480374,0.0017651329218411817,-0.0016889401338480374,,,,,,,-0.0003595140560564735,-0.0005037825721134703,,,,,,,-0.0006844392962241317,,,,0.0009390507144195088,,0.0014228041127568314,,0.0010970218626396128,0.00015583759810431822
124,2026-02-28,7186,JP3305990008,01557901W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,0.0010387729141808724,,,,,,,,0.0005796609348268573,,,,,,,,,,,0.0016889401338480374,0.0017651329218411817,,,,,,,,-0.0003595140560564735,,,,,,,,-0.0006844392962241317,,,,,,0.0014228041127568314,,,0.000231248268679595
125,2026-02-28,7201,JP3672400003,01911301W,,-0.0005240238361716008,-0.0010387729141808724,,,-0.0010527474376900321,-0.0003999364201105233,-0.0018781014288390175,0.0009504561886837133,,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,,-0.0005576310655697796,,0.001956355655040643,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,0.0009947571127325303,,-0.002347626786048772,-0.0010970218626396128,,-0.0014953036853813833,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,0.0009390507144195088,,0.0014228041127568314,-0.000586906696512193,,-0.0002162428693865389
126,2026-02-28,7202,JP3137200006,01893101W,,-0.0005240238361716008,,,,0.0010387729141808724,-0.0003999364201105233,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,-0.0012899048274993253,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,-0.0006310824693679495,-0.0007476518426906916,,-0.0008536824676540989,-0.0005576310655697796,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,0.0014228041127568314,-0.000586906696512193,,-0.000328554637885231
127,2026-02-28,7203,JP3633400001,01966101W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,,0.001173813393024386,-0.0018781014288390175,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,-0.0006310824693679495,-0.0007476518426906916,,,-0.0005576310655697796,,-0.001956355655040643,,,-0.0008237286968592181,,,0.0010671030845676235,0.0009947571127325303,,,0.0010919194353715218,,,-0.0003056805711001005,,0.0010919194353715218,,,0.0009390507144195088,,0.0014228041127568314,-0.000586906696512193,,-0.00012393393048961223
128,2026-02-28,7259,JP3102000001,10224001W,,0.0010341968220479172,,0.0010341968220479172,,0.0010387729141808724,-0.0003999364201105233,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,-0.0005576310655697796,,0.001956355655040643,,,0.0016302963792005358,,0.0011396246534217337,,0.0009947571127325303,-0.0014581532832601066,0.0023243829564839327,-0.0010970218626396128,-0.0012758841228525932,,0.0012039111723327034,,-0.0010970218626396128,-0.0003798748844739113,,,,,,,5.690098631970725e-05
129,2026-02-28,7267,JP3854600008,00569101W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,0.0010387729141808724,-0.0003999364201105233,-0.0018781014288390175,-0.0019401874264865884,,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,-0.0005576310655697796,,-0.001956355655040643,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,0.0009947571127325303,,-0.002347626786048772,0.0010919194353715218,,,-0.0003056805711001005,,,-0.0003798748844739113,,0.0009390507144195088,,0.0014228041127568314,-0.000586906696512193,,-0.0003291409323167071
130,2026-02-28,7269,JP3397200001,10115501W,,0.0010341968220479172,,,,-0.0010527474376900321,0.001173813393024386,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,,-0.0005576310655697796,-0.0016889401338480374,,,,0.0016302963792005358,,0.0011396246534217337,0.0010671030845676235,0.0009947571127325303,0.001449152337067143,0.0023243829564839327,0.0010919194353715218,0.001268987451918255,,0.0012039111723327034,,0.0010919194353715218,0.0014764948339929384,,,,,,,0.00012709117038537732
131,2026-02-28,7270,JP3814800003,01846601W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,-0.0010527474376900321,-0.0003999364201105233,,,,-0.0008475186953244664,-0.0005359878506960666,,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,-0.0006310824693679495,-0.0007476518426906916,,-0.0008536824676540989,-0.0005576310655697796,-0.0016889401338480374,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,,-0.0014581532832601066,0.0023243829564839327,-0.0010970218626396128,-0.0012758841228525932,0.0014858397380055517,0.0012039111723327034,,-0.0010970218626396128,-0.0003798748844739113,,,,,0.0011621914782419663,,-0.00014510447220640482
132,2026-02-28,7272,JP3942800008,10066701W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,-0.0010527474376900321,-0.0003999364201105233,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,-0.0012899048274993253,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,-0.0008536824676540989,-0.0005576310655697796,,,,,-0.0008237286968592181,,0.0011396246534217337,-0.0003595140560564735,0.0009947571127325303,0.001449152337067143,,0.0010919194353715218,0.001268987451918255,,-0.0003056805711001005,,0.0010919194353715218,,,,,0.0014228041127568314,-0.000586906696512193,,-0.0002634365404475511
133,2026-02-28,7309,JP3358000002,10485801W,,,,,,-0.0010527474376900321,0.001173813393024386,-0.0018781014288390175,,,-0.0008475186953244664,-0.0005359878506960666,0.0027947937929152043,,,,-0.001282856167239766,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,-0.0006310824693679495,,,-0.0008536824676540989,-0.0005576310655697796,-0.0016889401338480374,-0.001956355655040643,,,-0.0008237286968592181,,,,-0.0005037825721134703,-0.0014581532832601066,-0.002347626786048772,,-0.0012758841228525932,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,-0.0009390507144195088,,-0.0014228041127568314,,-0.0011073711254947036,-0.0004284111661873505
134,2026-02-28,7453,JP3976300008,20675501W,,,0.0010341968220479172,,,,,,0.0009504561886837133,0.0018631958619434695,,,,,,,,,,,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,-0.0008536824676540989,-0.0005576310655697796,,,,,0.0016302963792005358,,,,,,,,,0.0014858397380055517,-0.0003056805711001005,,,0.0014764948339929384,,-0.0009390507144195088,,,,,5.979860610843866e-05
135,2026-02-28,7532,JP3639650005,21318601W,,,,,,,-0.0003999364201105233,,0.0009504561886837133,0.0018631958619434695,-0.0008475186953244664,-0.0005359878506960666,,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,-0.0006310824693679495,-0.0007476518426906916,,,-0.0005576310655697796,,,,,0.0016302963792005358,,-0.00039257973010849026,-0.0003595140560564735,,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,,,,-0.0001016350929835914
136,2026-02-28,7550,JP3429300001,20750101W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,-0.0003999364201105233,,0.0009504561886837133,0.0018631958619434695,-0.0008475186953244664,-0.0005359878506960666,,,,,0.001282856167239766,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,-0.0006310824693679495,-0.0007476518426906916,,,-0.0005576310655697796,-0.0016889401338480374,,,,0.0016302963792005358,,0.0011396246534217337,,0.0009947571127325303,,,,-0.0012758841228525932,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,-0.0009390507144195088,,,-0.000586906696512193,,-0.0002550282743535646
137,2026-02-28,7701,JP3357200009,10189101W,,0.0010341968220479172,,0.0010341968220479172,,,-0.0003999364201105233,-0.0018781014288390175,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,-0.0012899048274993253,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,,,,0.0010919194353715218,,-0.0014953036853813833,-0.0003056805711001005,,0.0010919194353715218,-0.0003798748844739113,,-0.0009390507144195088,,,,-0.0011073711254947036,-0.0003211581735814419
138,2026-02-28,7733,JP3201200007,10068601W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,-0.0010527474376900321,,0.0009543198317271431,0.0009504561886837133,0.0018631958619434695,-0.0008475186953244664,,,,,,,,-0.0008475186953244664,0.0014858397380055517,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,,-0.0005576310655697796,-0.0016889401338480374,,,,,,0.0011396246534217337,0.0010671030845676235,,,,0.0010919194353715218,0.001268987451918255,,-0.0003056805711001005,0.001349210796579754,0.0010919194353715218,-0.0003798748844739113,,,,,0.0011621914782419663,,0.00012627819205992283
139,2026-02-28,7735,JP3494600004,10038801W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,0.001173813393024386,,-0.0019401874264865884,-0.001893247408103848,,0.0015650845240325147,-0.0028629594951814293,,,,,,,0.0014858397380055517,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,,,,,,,0.0016302963792005358,,0.0011396246534217337,0.0010671030845676235,0.0009947571127325303,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,-0.0014953036853813833,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,-0.0009390507144195088,,,,,-0.00017360884130543754
140,2026-02-28,7741,JP3837800006,10043301W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,,,0.0009543198317271431,-0.0019401874264865884,-0.001893247408103848,0.002497475304307204,0.0015650845240325147,,,,,,0.0018485250283848597,0.002497475304307204,,,,0.0021940437252792257,,-0.0008536824676540989,-0.0005576310655697796,-0.0016889401338480374,,,,,,-0.00039257973010849026,-0.0003595140560564735,,,,,,,-0.0003056805711001005,-0.0006844392962241317,,-0.0003798748844739113,,,,-0.0014228041127568314,-0.000586906696512193,-0.0011073711254947036,5.772622467877688e-07
141,2026-02-28,7751,JP3242800005,00272101W,,0.0010341968220479172,,,,0.0010387729141808724,0.001173813393024386,,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,,,,,,,,-0.00039257973010849026,-0.0003595140560564735,0.0009947571127325303,,,0.0010919194353715218,,,-0.0003056805711001005,,0.0010919194353715218,0.0014764948339929384,,0.0009390507144195088,,,,,8.350051793070185e-05
142,2026-02-28,7832,JP3778630008,20400902W,,,,,,-0.0010527474376900321,-0.0003999364201105233,0.0009543198317271431,-0.0019401874264865884,-0.001893247408103848,,,,,,,,,,,-0.0008505894152350623,0.0012355930452888273,,,,-0.0005576310655697796,,,,,0.0016302963792005358,,,0.0010671030845676235,0.0009947571127325303,0.001449152337067143,,0.0010919194353715218,0.001268987451918255,,-0.0003056805711001005,,0.0010919194353715218,0.0014764948339929384,,-0.0009390507144195088,,,,-0.0011073711254947036,4.451564829115686e-05
143,2026-02-28,7911,JP3629000005,10072901W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,,,,,,,,-0.0017011788304701245,,,,,,,,,,,,,,,,,,,0.0011396246534217337,0.0010671030845676235,0.0009947571127325303,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,,-0.0003056805711001005,0.001349210796579754,-0.0010970218626396128,-0.0003798748844739113,,,,0.0014228041127568314,-0.000586906696512193,-0.0011073711254947036,-0.00014656873100013032
144,2026-02-28,7912,JP3493800001,01782701W,,-0.0005240238361716008,,,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,,,,,0.0008536824676540989,,,,,,,0.0016302963792005358,,-0.00039257973010849026,,0.0009947571127325303,0.001449152337067143,,0.0010919194353715218,0.001268987451918255,,0.0012039111723327034,0.001349210796579754,0.0010919194353715218,,,,,,0.0011621914782419663,-0.0011073711254947036,0.00020198099594446033
145,2026-02-28,7936,JP3118000003,10084001W,,,0.0010341968220479172,,,,-0.0003999364201105233,0.0009543198317271431,0.0009504561886837133,0.0018631958619434695,,0.0015650845240325147,,,,,,0.0018485250283848597,,,-0.0008505894152350623,0.0012355930452888273,,,-0.0008536824676540989,-0.0005576310655697796,,,,,0.0016302963792005358,,,0.0010671030845676235,,0.001449152337067143,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,-0.0009390507144195088,,,,,8.119941602642266e-05
146,2026-02-28,7974,JP3756600007,10245001W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,,-0.0003999364201105233,,-0.0019401874264865884,-0.001893247408103848,,-0.0005359878506960666,-0.0028629594951814293,,0.001268987451918255,,,,,,,,0.0021940437252792257,,-0.0008536824676540989,,-0.0016889401338480374,-0.001956355655040643,,,,,,-0.0003595140560564735,,,-0.002347626786048772,,,-0.0014953036853813833,-0.0003056805711001005,,,,,,,,-0.000586906696512193,,-0.00022148203623278932
147,2026-02-28,8001,JP3143600009,10043501W,,,,,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,,,-0.0006310824693679495,,0.0008536824676540989,,,,,,,-0.0008237286968592181,,,,0.0009947571127325303,,,,,,-0.0003056805711001005,0.001349210796579754,,-0.0003798748844739113,,0.0009390507144195088,,,,,5.249663317821889e-05
148,2026-02-28,8002,JP3877600001,10054501W,,0.0010341968220479172,,,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,,,0.0012355930452888273,,0.0008536824676540989,,,,,,,,,,-0.0003595140560564735,0.0009947571127325303,,,0.0010919194353715218,,,-0.0003056805711001005,-0.0006844392962241317,,0.0014764948339929384,,0.0009390507144195088,,,,,0.0001271553404846304
