style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
96,2026-07-31,002230 CH Equity,CNE100000B81,28871001W,,,-0.010638297872340425,,,-0.016666666666666666,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,0.017857142857142856,0.0064516129032258064,0.0024752475247524753,7.291356693032125e-05
97,2026-07-31,002236 CH Equity,CNE100000BJ4,28883901W,-0.010526315789473684,,,-0.010309278350515464,,-0.016666666666666666,0.014285714285714285,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,-0.02040816326530612,0.0064516129032258064,-0.00980392156862745,-0.0010041542650811221
98,2026-07-31,002240 CH Equity,CNE100000BN6,28883501W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,-0.014705882352941176,,,-0.016129032258064516,,0.021739130434782608,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0005012161241810505
99,2026-07-31,002241 CH Equity,CNE100000BP1,28883601W,,,,,,0.008264462809917356,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.001229934721093681
100,2026-07-31,002252 CH Equity,CNE100000C31,28901601W,0.010101010101010102,,,,,,,,,,-0.017241379310344827,,,0.011627906976744186,0.011627906976744186,,,,,-0.017241379310344827,,,,,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,-0.0010973089494474536
101,2026-07-31,002261 CH Equity,CNE100000CF0,28918401W,,,,,,,,,-0.015151515151515152,,0.01694915254237288,,,,,,0.0625,,,0.008771929824561403,-0.027777777777777776,,,,0.05,,,-0.00980392156862745,0.0008633942714197287
102,2026-07-31,002271 CH Equity,CNE100000CS3,28960801W,,,-0.010638297872340425,,0.014492753623188406,,,,0.014925373134328358,0.021739130434782608,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.0028928405844947883
103,2026-07-31,002273 CH Equity,CNE100000CT1,28961001W,,,,,,0.008264462809917356,,-0.016129032258064516,-0.015151515151515152,,,,,,0.011627906976744186,,,,,,,,,,,,0.0064516129032258064,0.0024752475247524753,-0.00054245601367337
104,2026-07-31,002281 CH Equity,CNE100000F87,29246501W,0.010101010101010102,0.009900990099009901,0.010869565217391304,,,0.008264462809917356,,-0.016129032258064516,-0.015151515151515152,,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,0.017857142857142856,,0.0024752475247524753,0.0008638548954781848
105,2026-07-31,002294 CH Equity,CNE100000FW8,29267501W,,,,,,0.008264462809917356,,,,,-0.017241379310344827,,,,0.011627906976744186,,,,-0.02127659574468085,0.008771929824561403,,,,,,,,-0.00980392156862745,-0.0004949661835739487
106,2026-07-31,002304 CH Equity,CNE100000HB8,29301701W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,0.01098901098901099,-0.017241379310344827,-0.027777777777777776,,-0.02564102564102564,,,,-0.01282051282051282,,-0.0052115790952804286
107,2026-07-31,002311 CH Equity,CNE100000HP8,29316801W,,,,,,,,0.015873015873015872,0.014925373134328358,0.021739130434782608,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,,,0.01282051282051282,,,,0.0064516129032258064,,0.004971613086643104
108,2026-07-31,002340 CH Equity,CNE100000KT4,29372001W,,,,,,,,,,,,,,0.011627906976744186,0.011627906976744186,,,0.0045871559633027525,-0.02127659574468085,0.008771929824561403,,,,,,-0.02040816326530612,,0.0024752475247524753,-9.468985298985617e-05
109,2026-07-31,002352 CH Equity,CNE100000L63,29381101W,,,,,,,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,,,,-0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,-0.000449695730944292
110,2026-07-31,002353 CH Equity,CNE100000L55,29381201W,,,,,-0.014705882352941176,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,0.09090909090909091,0.01282051282051282,,0.05,,,0.0024752475247524753,0.005507374332445906
111,2026-07-31,002371 CH Equity,CNE100000ML7,29404201W,,,,,,,-0.014285714285714285,0.015873015873015872,0.014925373134328358,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,,,-0.00980392156862745,0.0012779487615390283
112,2026-07-31,002379 CH Equity,CNE100000MW4,29419701W,,,,,,,,0.015873015873015872,,-0.02040816326530612,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,-0.00980392156862745,-0.0015196723855252711
113,2026-07-31,002384 CH Equity,CNE100000N79,29420401W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,0.008264462809917356,-0.014285714285714285,,,,,,,0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,,,,,-0.02564102564102564,-0.017857142857142856,,,,0.0024752475247524753,-0.001229335494408857
114,2026-07-31,002402 CH Equity,CNE100000P51,29447201W,-0.010526315789473684,,-0.010638297872340425,-0.010309278350515464,,,,0.015873015873015872,0.014925373134328358,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.000816563442483984
115,2026-07-31,002409 CH Equity,CNE100000PG0,29458701W,,,,,-0.014705882352941176,,,0.015873015873015872,0.014925373134328358,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0011559995813665656
116,2026-07-31,002414 CH Equity,CNE100000RK8,29459201W,,,,,,,,-0.016129032258064516,-0.015151515151515152,,,,,-0.011627906976744186,,,,,,,,,-0.02564102564102564,-0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,-0.004015363985826714
117,2026-07-31,002415 CH Equity,CNE100000PM8,29459401W,,,,,,,,-0.016129032258064516,-0.015151515151515152,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,-0.00980392156862745,-0.0015427624657016008
118,2026-07-31,002422 CH Equity,CNE100000PW7,29476001W,,,,,-0.014705882352941176,,,,,,-0.017241379310344827,,,,,,,,,0.008771929824561403,,,,,,-0.02040816326530612,,0.0024752475247524753,-0.0013097868214298795
119,2026-07-31,002429 CH Equity,CNE100000Q50,29482001W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,0.014492753623188406,,,0.015873015873015872,0.014925373134328358,,,0.024390243902439025,,,,,,,,0.008771929824561403,,,,,,,,0.0024752475247524753,0.00443490870180204
120,2026-07-31,002444 CH Equity,CNE100000RC5,29502601W,,,,,,,0.014285714285714285,,,,,-0.02564102564102564,,,0.011627906976744186,-0.012658227848101266,,-0.013513513513513514,,-0.017241379310344827,,,,-0.017857142857142856,,,,0.0024752475247524753,-0.0017496622451455522
121,2026-07-31,002456 CH Equity,CNE100000S33,29502901W,-0.010526315789473684,-0.01,,,,,,,,,,,0.012987012987012988,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,-0.00980392156862745,-0.0007050032928211245
122,2026-07-31,002459 CH Equity,CNE100000SD1,33550301W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,-0.014285714285714285,,,,,,,,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,-0.02564102564102564,-0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,-0.0037891794485502873
123,2026-07-31,002460 CH Equity,CNE100000SF6,29513601W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,0.014492753623188406,,,,,-0.02040816326530612,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.00015702565297967064
124,2026-07-31,002463 CH Equity,CNE100000SP5,29513901W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,-0.016129032258064516,-0.015151515151515152,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,,0.0024752475247524753,2.8935683996221567e-06
125,2026-07-31,002465 CH Equity,CNE100000T24,29523901W,,,,,,-0.016666666666666666,-0.014285714285714285,-0.016129032258064516,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,,,,,-0.02564102564102564,-0.017857142857142856,,,-0.01282051282051282,0.0024752475247524753,-0.00617520842612391
126,2026-07-31,002466 CH Equity,CNE100000T32,29524001W,,0.009900990099009901,0.010869565217391304,0.01020408163265306,0.014492753623188406,,,,,-0.02040816326530612,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0003626784167623969
127,2026-07-31,002472 CH Equity,CNE100000TF4,29531901W,,,-0.010638297872340425,,-0.014705882352941176,,,0.015873015873015872,0.014925373134328358,,,-0.02564102564102564,,,,-0.012658227848101266,,-0.013513513513513514,,0.008771929824561403,,,,0.017857142857142856,,0.017857142857142856,,0.0024752475247524753,0.0012862960682414265
128,2026-07-31,002475 CH Equity,CNE100000TP3,29532601W,,,,,,0.008264462809917356,,,,,,,0.012987012987012988,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,,0.0064516129032258064,0.0024752475247524753,0.0024023001383705585
129,2026-07-31,002487 CH Equity,CNE100000VV7,29539001W,0.010101010101010102,,,,0.014492753623188406,,,,,,0.01694915254237288,,,,,-0.012658227848101266,,-0.013513513513513514,-0.02127659574468085,,0.014084507042253521,,,,,,,0.0024752475247524753,0.000681751973209444
130,2026-07-31,002493 CH Equity,CNE100000W60,29566201W,,0.009900990099009901,0.010869565217391304,,,,,,,,,,,,-0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0005703665565781502
131,2026-07-31,002517 CH Equity,CNE100000XB5,29586901W,,,,,,,,,,0.021739130434782608,0.01694915254237288,,,,,,,,0.01098901098901099,,,,,,0.05,,0.0064516129032258064,0.0024752475247524753,0.0032962979424347857
132,2026-07-31,002555 CH Equity,CNE1000010N2,29684401W,,,-0.010638297872340425,,,,0.014285714285714285,,,,,,,,,,,,0.01098901098901099,-0.017241379310344827,,-0.1,,,-0.1,,,0.0024752475247524753,-0.006307961863418378
133,2026-07-31,002558 CH Equity,CNE1000010R3,29685501W,,0.009900990099009901,0.010869565217391304,,,,0.014285714285714285,,0.014925373134328358,-0.02040816326530612,,,,,,,,,0.01098901098901099,,,0.09090909090909091,,,0.05,,0.0064516129032258064,0.0024752475247524753,0.006715267738502045
134,2026-07-31,002594 CH Equity,CNE100001526,25375902W,,,0.010869565217391304,,,,-0.014285714285714285,,-0.015151515151515152,,,,,,,0.00423728813559322,0.0625,0.0045871559633027525,,0.008771929824561403,,,,0.017857142857142856,,,,-0.00980392156862745,0.001760298464072435
135,2026-07-31,002595 CH Equity,CNE1000014X3,29816201W,0.010101010101010102,,,,0.014492753623188406,,0.014285714285714285,,,,-0.017241379310344827,,0.012987012987012988,,,,,,,-0.017241379310344827,0.014084507042253521,,,-0.017857142857142856,,,,0.0024752475247524753,0.0005742127534177233
136,2026-07-31,002600 CH Equity,CNE1000015L5,29835401W,,,,,,,,0.015873015873015872,0.014925373134328358,,,,0.012987012987012988,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.002905791390144278
137,2026-07-31,002601 CH Equity,CNE1000015M3,29835301W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,,,,0.021739130434782608,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.00031371995721920826
138,2026-07-31,002602 CH Equity,CNE1000015R2,29838701W,,0.009900990099009901,0.010869565217391304,,,,,,0.014925373134328358,-0.02040816326530612,0.01694915254237288,,,,,,-0.06666666666666667,,,,0.014084507042253521,0.09090909090909091,,,0.05,,0.0064516129032258064,0.0024752475247524753,0.004723104347549162
139,2026-07-31,002603 CH Equity,CNE1000015S0,29838801W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,0.014492753623188406,,0.014285714285714285,,,,0.01694915254237288,0.024390243902439025,,,,,,,0.01098901098901099,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0037817797039216513
140,2026-07-31,002625 CH Equity,CNE1000018P0,30758701W,,,,,,,0.014285714285714285,,,,0.01694915254237288,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,-0.02127659574468085,,-0.027777777777777776,,,,,,,0.0024752475247524753,-0.001321363930098217
141,2026-07-31,002648 CH Equity,CNE100001B07,31141001W,0.010101010101010102,,0.010869565217391304,0.01020408163265306,,,,,,0.021739130434782608,,,,,,,,,,,,,,,,,,-0.00980392156862745,0.0017692817004750934
142,2026-07-31,002653 CH Equity,CNE100001BC7,31142801W,,0.009900990099009901,,0.01020408163265306,-0.014705882352941176,0.008264462809917356,-0.014285714285714285,,,,0.01694915254237288,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.0009064638093656453
143,2026-07-31,002673 CH Equity,CNE100001D96,31254501W,,,,,,,,,,,-0.017241379310344827,,0.012987012987012988,,,0.00423728813559322,,,,,0.014084507042253521,,,,,,,0.0024752475247524753,0.0006793929865116662
144,2026-07-31,002709 CH Equity,CNE100001RG4,31698501W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,0.015873015873015872,0.014925373134328358,-0.02040816326530612,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0010897433967631
145,2026-07-31,002714 CH Equity,CNE100001RQ3,31703401W,,-0.01,,-0.010309278350515464,,0.008264462809917356,,,0.014925373134328358,-0.02040816326530612,,0.024390243902439025,,,,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,,,,,,,,,-0.00011254926242942106
146,2026-07-31,002736 CH Equity,CNE100001WS9,31897501W,,-0.01,,,-0.014705882352941176,,,,,,,,,,,0.00423728813559322,,,,,,,,,,,,0.0024752475247524753,-0.0010734182694202314
147,2026-07-31,002738 CH Equity,CNE100001WV3,31888101W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,,,0.015873015873015872,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0012872733068889208
148,2026-07-31,002739 CH Equity,CNE100001WW1,31906401W,,,,,,,-0.014285714285714285,,0.014925373134328358,,,,,,,,-0.06666666666666667,,,0.008771929824561403,-0.027777777777777776,,,,,,,0.0024752475247524753,-0.002075854123253119
149,2026-07-31,002797 CH Equity,CNE1000027G0,32163001W,,,,,0.014492753623188406,,,,,,,-0.02564102564102564,0.012987012987012988,,,0.00423728813559322,,,,,,,,,,,,0.0024752475247524753,0.0010862542216770834
150,2026-07-31,002812 CH Equity,CNE100002BR3,32245801W,,0.009900990099009901,,,,,,,,-0.02040816326530612,,,,,-0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,-0.001106256239034326
151,2026-07-31,002821 CH Equity,CNE100002BZ6,32287801W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,-0.014705882352941176,,,,,,,,,,,,,,-0.02127659574468085,,,,,,,-0.02040816326530612,,-0.00980392156862745,-0.0017173834457794963
152,2026-07-31,002837 CH Equity,CNE100002CC3,32320601W,,,-0.010638297872340425,,-0.014705882352941176,,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,-0.017241379310344827,0.014084507042253521,,,,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,-0.001002479069759127
153,2026-07-31,002850 CH Equity,CNE100002JW6,32358701W,0.010101010101010102,,0.010869565217391304,,-0.014705882352941176,,,0.015873015873015872,0.014925373134328358,,-0.017241379310344827,,,0.011627906976744186,,,,,,-0.017241379310344827,,,,,,0.017857142857142856,,0.0024752475247524753,0.0011063205817834012
154,2026-07-31,002851 CH Equity,CNE100002JV8,32364201W,,,,,-0.014705882352941176,,0.014285714285714285,,,-0.02040816326530612,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,-0.017241379310344827,,,,-0.017857142857142856,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,-0.0030066261057294574
155,2026-07-31,002916 CH Equity,CNE100003373,32619401W,,,,,,,,0.015873015873015872,0.014925373134328358,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,0.017857142857142856,,0.0024752475247524753,0.0032576303856809664
156,2026-07-31,002920 CH Equity,CNE1000033C7,32628001W,,,,,,,,-0.016129032258064516,-0.015151515151515152,,0.01694915254237288,-0.02564102564102564,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,-0.02040816326530612,,0.0024752475247524753,-0.001577119752772413
157,2026-07-31,002938 CH Equity,CNE100003GF5,32858301W,0.010101010101010102,,,,,0.008264462809917356,,,-0.015151515151515152,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.0018612490082427842
158,2026-07-31,002939 CH Equity,CNE100003GD0,32829201W,,,,,,-0.016666666666666666,,,,,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.0005305989671404536
159,2026-07-31,002966 CH Equity,CNE100003LQ2,33262701W,-0.010526315789473684,-0.01,,-0.010309278350515464,0.014492753623188406,0.008264462809917356,,,,,,,,,,-0.012658227848101266,,,,,,,,,,,,0.0024752475247524753,0.00025017560227191484
160,2026-07-31,300001 CH Equity,CNE100000H69,29280201W,,,,,,,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,0.014084507042253521,,,,,,,0.0024752475247524753,0.0013509337201304903
161,2026-07-31,300003 CH Equity,CNE100000H44,29280401W,,,,-0.010309278350515464,0.014492753623188406,-0.016666666666666666,-0.014285714285714285,,,,,,,,,,,,,0.008771929824561403,,,,,,,0.0064516129032258064,-0.00980392156862745,-0.0006731593513988605
162,2026-07-31,300012 CH Equity,CNE100000GV8,29284301W,,,0.010869565217391304,,,,,,,,,,,,,,,,,,,,,0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,0.0020722257377846485
163,2026-07-31,300014 CH Equity,CNE100000GS4,29284501W,,,-0.010638297872340425,,-0.014705882352941176,,,,,,,,,,,,,0.0045871559633027525,-0.02127659574468085,,,,,,,0.017857142857142856,,0.0024752475247524753,-0.0012400832260644342
164,2026-07-31,300015 CH Equity,CNE100000GR6,29284601W,,,-0.010638297872340425,,0.014492753623188406,0.008264462809917356,,,,,,,,0.011627906976744186,,,,,,0.008771929824561403,,,,,,,0.0064516129032258064,-0.00980392156862745,0.0012142959361630345
165,2026-07-31,300017 CH Equity,CNE100000GQ8,29284801W,,,,,,,0.014285714285714285,,,,,,,,0.011627906976744186,-0.012658227848101266,,-0.013513513513513514,,,,,,,,0.017857142857142856,0.0064516129032258064,0.0024752475247524753,0.0011267258167570993
166,2026-07-31,300033 CH Equity,CNE100000JG3,29351501W,0.010101010101010102,0.009900990099009901,,,-0.014705882352941176,0.008264462809917356,,,,,0.01694915254237288,-0.02564102564102564,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,,,,,,,,0.0024752475247524753,0.0006046045800506148
167,2026-07-31,300037 CH Equity,CNE100000K15,29360601W,,,0.010869565217391304,,-0.014705882352941176,,,,,,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.0011298078454662303
168,2026-07-31,300054 CH Equity,CNE100000LM7,29382201W,,,,,-0.014705882352941176,,,0.015873015873015872,0.014925373134328358,-0.02040816326530612,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.0012728644934916003
169,2026-07-31,300058 CH Equity,CNE100000LV8,29404601W,,,,,,,,,0.014925373134328358,-0.02040816326530612,-0.017241379310344827,,,,,,0.0625,,0.01098901098901099,0.008771929824561403,,0.09090909090909091,,,0.05,,,0.0024752475247524753,0.006670690799127953
170,2026-07-31,300059 CH Equity,CNE100000MD4,29421201W,,0.009900990099009901,,,,-0.016666666666666666,,,,,-0.017241379310344827,0.024390243902439025,0.012987012987012988,,,0.00423728813559322,,-0.013513513513513514,0.01098901098901099,,,,,,,,,0.0024752475247524753,0.00020072693379869899
171,2026-07-31,300115 CH Equity,CNE100000T40,29524801W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,,,0.0024752475247524753,0.00019112256210218696
172,2026-07-31,300122 CH Equity,CNE100000V20,29534401W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,-0.016666666666666666,-0.014285714285714285,,,,-0.017241379310344827,,,-0.011627906976744186,-0.011627906976744186,,,,,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,-0.002543341174246589
173,2026-07-31,300124 CH Equity,CNE100000V46,29534601W,,,-0.010638297872340425,,,,,,,0.021739130434782608,,,,,,0.00423728813559322,,0.0045871559633027525,,,0.014084507042253521,,,,,0.017857142857142856,,0.0024752475247524753,0.0022616518079194596
174,2026-07-31,300136 CH Equity,CNE100000W94,29568001W,,0.009900990099009901,0.010869565217391304,,,,,0.015873015873015872,0.014925373134328358,,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,-0.02564102564102564,-0.017857142857142856,,,,0.0024752475247524753,0.00036662393116741184
175,2026-07-31,300144 CH Equity,CNE100000XG4,29598201W,,,-0.010638297872340425,,,,0.014285714285714285,,-0.015151515151515152,,,,-0.013157894736842105,-0.011627906976744186,,-0.012658227848101266,,-0.013513513513513514,,0.008771929824561403,,,,0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,-0.0002505620396391765
176,2026-07-31,300207 CH Equity,CNE100001260,29716101W,-0.010526315789473684,,-0.010638297872340425,,,,,,,-0.02040816326530612,,,,,,0.00423728813559322,,0.0045871559633027525,-0.02127659574468085,0.008771929824561403,,,,0.017857142857142856,,,,0.0024752475247524753,-0.0005330512209189732
177,2026-07-31,300223 CH Equity,CNE100001377,29788801W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,0.008264462809917356,0.014285714285714285,,,,,,,,0.011627906976744186,-0.012658227848101266,,-0.013513513513513514,,,,,-0.02564102564102564,-0.017857142857142856,,,,0.0024752475247524753,-0.0007489136622844679
178,2026-07-31,300251 CH Equity,CNE100001617,29839701W,,-0.01,-0.010638297872340425,,,,0.014285714285714285,,-0.015151515151515152,,,,,,,,-0.06666666666666667,,-0.02127659574468085,-0.017241379310344827,0.014084507042253521,0.09090909090909091,,,-0.1,,-0.01282051282051282,-0.00980392156862745,-0.0018650781582225716
179,2026-07-31,300255 CH Equity,CNE1000016C2,29867201W,,,,,,-0.016666666666666666,-0.014285714285714285,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,0.008771929824561403,,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0020169461054575224
180,2026-07-31,300274 CH Equity,CNE1000018M7,30639201W,,,,,-0.014705882352941176,,,,,,0.01694915254237288,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,0.014084507042253521,,,0.017857142857142856,,,,0.0024752475247524753,0.0011427628297658323
181,2026-07-31,300308 CH Equity,CNE100001CY9,31216101W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,0.008264462809917356,,-0.016129032258064516,-0.015151515151515152,,,,0.012987012987012988,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,0.017857142857142856,,0.0024752475247524753,0.0021426060894505342
182,2026-07-31,300316 CH Equity,CNE100001DJ8,31255301W,,-0.01,,-0.010309278350515464,,-0.016666666666666666,,,,,,,,,-0.011627906976744186,,,,,,,,-0.02564102564102564,-0.017857142857142856,,,,0.0024752475247524753,-0.004152503357776974
183,2026-07-31,300339 CH Equity,CNE100001JT4,31306901W,,,,,,-0.016666666666666666,,,,,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,,,0.0024752475247524753,0.002132417325398228
184,2026-07-31,300346 CH Equity,CNE100001K48,31336701W,,,,,-0.014705882352941176,,,,-0.015151515151515152,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,-0.0011433433787952241
185,2026-07-31,300347 CH Equity,CNE100001KV8,31347901W,,,,,,-0.016666666666666666,,,,,,0.024390243902439025,,,,,,,0.01098901098901099,0.008771929824561403,,,,,,,,-0.00980392156862745,-0.0002762406874363425
186,2026-07-31,300390 CH Equity,CNE100001XM0,31812901W,,,,,,,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,-0.0003398739445995352
187,2026-07-31,300394 CH Equity,CNE100001XQ1,31925201W,,0.009900990099009901,,0.01020408163265306,,,0.014285714285714285,-0.016129032258064516,-0.015151515151515152,,,,0.012987012987012988,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,,,0.0024752475247524753,-7.971129633429785e-05
188,2026-07-31,300395 CH Equity,CNE100001XR9,31832001W,,,-0.010638297872340425,,-0.014705882352941176,,,,-0.015151515151515152,,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.001967852902502642
189,2026-07-31,300408 CH Equity,CNE100001Y42,31876201W,,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,0.014285714285714285,,,,,,,,,-0.012658227848101266,,-0.013513513513513514,,,,,0.01282051282051282,,,,,0.0024752475247524753,0.0018966674463918505
190,2026-07-31,300413 CH Equity,CNE100001Y83,32952501W,,,-0.010638297872340425,,,,0.014285714285714285,,,,,,,,,,0.0625,,0.01098901098901099,-0.017241379310344827,0.014084507042253521,-0.1,,,-0.1,,,0.0024752475247524753,-0.0042808566363523705
191,2026-07-31,300418 CH Equity,CNE100001YF2,31903801W,,-0.01,0.010869565217391304,,,,-0.014285714285714285,,-0.015151515151515152,-0.02040816326530612,0.01694915254237288,,,,,,,,0.01098901098901099,,,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0026637577381323834
192,2026-07-31,300433 CH Equity,CNE100001YW7,31937201W,-0.010526315789473684,-0.01,,-0.010309278350515464,,0.008264462809917356,,-0.016129032258064516,-0.015151515151515152,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,-0.0009764677459082556
193,2026-07-31,300442 CH Equity,CNE100001Z58,31960901W,,,-0.010638297872340425,,,,-0.014285714285714285,,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,,,,,,,,,0.0064516129032258064,0.0024752475247524753,-0.0014777370535187372
194,2026-07-31,300450 CH Equity,CNE100001ZF9,31970601W,0.010101010101010102,,,,,,,,,-0.02040816326530612,0.01694915254237288,,-0.013157894736842105,-0.011627906976744186,-0.011627906976744186,,,,0.01098901098901099,0.008771929824561403,0.014084507042253521,,,-0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,-0.0014732093343194444
195,2026-07-31,300454 CH Equity,CNE1000033T1,32723301W,,,,,,0.008264462809917356,0.014285714285714285,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,0.017857142857142856,0.0064516129032258064,0.0024752475247524753,0.0020792291871144166
