style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
92,2026-08-31,002236 CH Equity,CNE100000BJ4,28883901W,-0.001633007368593529,,,,,-0.0025740624623592913,0.0023364566966030493,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,-0.003037393705583964,0.001054650592216654,-0.001488918483129394,-5.069763148078905e-05
93,2026-08-31,002240 CH Equity,CNE100000BN6,28883501W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,-0.0023364566966030493,,,,,,0.0034515837563454136,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,0.0007481265284689566,0.00018909077360666974
94,2026-08-31,002241 CH Equity,CNE100000BP1,28883601W,,,,,,0.001309221424820674,,,,,,,,,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,,,,,0.001054650592216654,0.0007481265284689566,5.018696512864864e-05
95,2026-08-31,002252 CH Equity,CNE100000C31,28901601W,,,,,,-0.0025740624623592913,,,,,,,-0.002812401579244411,-0.002812401579244411,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,-0.003037393705583964,-0.002080406647660249,0.0007481265284689566,-0.0002355850246525914
96,2026-08-31,002261 CH Equity,CNE100000CF0,28918401W,,,,,,,,,,-0.0018983710659899776,,,0.002812401579244411,0.0014463779550399829,,,,,,,0.011682283483015246,-0.004602111675127218,0.0010331271107428448,,,,,,-0.001488918483129394,0.00012511842505445237
97,2026-08-31,002271 CH Equity,CNE100000CS3,28960801W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,,,,0.0018749343861629406,0.0034515837563454136,,,,,,,,,,,,,,,,,,,5.3194065236062306e-05
98,2026-08-31,002273 CH Equity,CNE100000CT1,28961001W,,,,,,0.001309221424820674,,,,,,,,,,,0.0018520693326731488,,,0.0005148124924718582,,,0.0010331271107428448,,,,,0.001054650592216654,0.0007481265284689566,0.00022275158733267437
99,2026-08-31,002281 CH Equity,CNE100000F87,29246501W,0.001633007368593529,,0.0016688976404307496,,,0.001309221424820674,,,-0.00253116142131997,-0.0018983710659899776,,,,,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,,0.0007481265284689566,0.00020425286828946687
100,2026-08-31,002294 CH Equity,CNE100000FW8,29267501W,,,,,,0.001309221424820674,,,,,,-0.003531853146027865,-0.002812401579244411,0.0014463779550399829,,,0.0018520693326731488,,,,,,,,,,,,-0.001488918483129394,-3.7408385218444096e-05
101,2026-08-31,002304 CH Equity,CNE100000HB8,29301701W,-0.001633007368593529,,,,,,,0.010847834662799871,,,,0.0017867021797552728,,-0.002812401579244411,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,-0.004602111675127218,,,-0.002761267005076331,,,-0.002080406647660249,,-0.0002561485565689955
102,2026-08-31,002311 CH Equity,CNE100000HP8,29316801W,,0.0015656668585484349,,,,,,-0.005423917331399936,0.00253116142131997,0.0018749343861629406,0.0034515837563454136,0.0017867021797552728,,0.0014463779550399829,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,,,0.002711958665699968,,,0.001054650592216654,0.0007481265284689566,0.0006094310153038525
103,2026-08-31,002340 CH Equity,CNE100000KT4,29372001W,,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,0.002301055837563609,,,,,,,-0.003531853146027865,,0.0014463779550399829,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,,,,-0.003037393705583964,,0.0007481265284689566,0.0002525400937538975
104,2026-08-31,002352 CH Equity,CNE100000L63,29381101W,,,0.0016688976404307496,,-0.0023364566966030493,,,,,-0.0018983710659899776,,0.0017867021797552728,,0.0014463779550399829,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,,-0.002977836966258788,-0.002761267005076331,,,0.001054650592216654,-0.001488918483129394,-0.0004527743842850291
105,2026-08-31,002353 CH Equity,CNE100000L55,29381201W,0.001633007368593529,,0.0016688976404307496,,0.002301055837563609,,,0.010847834662799871,,,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,0.0010331271107428448,,,0.008437204737733232,,,0.0007481265284689566,0.0009864370943441717
106,2026-08-31,002371 CH Equity,CNE100000ML7,29404201W,,,,,,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,,-0.001488918483129394,0.00020093359133242428
107,2026-08-31,002384 CH Equity,CNE100000N79,29420401W,0.001633007368593529,-0.001581975888324981,0.0016688976404307496,-0.0017257918781727068,,0.001309221424820674,-0.0023364566966030493,,,,,,,,,0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,-0.002977836966258788,-0.002761267005076331,,,,0.0007481265284689566,-0.0002942969347072552
108,2026-08-31,002409 CH Equity,CNE100000PG0,29458701W,,,,,-0.0023364566966030493,,,,0.00253116142131997,0.0018749343861629406,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,,0.00011545230192933377
109,2026-08-31,002414 CH Equity,CNE100000RK8,29459201W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,-0.0018520693326731488,,,,0.0005148124924718582,,,0.0010331271107428448,-0.002977836966258788,-0.002761267005076331,,,0.001054650592216654,,-0.0005083008766386295
110,2026-08-31,002415 CH Equity,CNE100000PM8,29459401W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,,,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,0.001054650592216654,-0.001488918483129394,0.0002229356305923229
111,2026-08-31,002422 CH Equity,CNE100000PW7,29476001W,,-0.001581975888324981,,,-0.0023364566966030493,,,,,,,,-0.002812401579244411,0.0014463779550399829,,,,,,,,,,,,,-0.003037393705583964,,,-0.00029541307842948194
112,2026-08-31,002428 CH Equity,CNE100000Q27,29479701W,,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,,,,,,,,,,,,,,,,,,,,,,,0.0007481265284689566,-0.0001391054301401067
113,2026-08-31,002429 CH Equity,CNE100000Q50,29482001W,0.001633007368593529,-0.001581975888324981,0.0016688976404307496,-0.0017257918781727068,0.002301055837563609,,,,0.00253116142131997,0.0018749343861629406,,,,0.0014463779550399829,,,,0.003996570665242057,,0.0005148124924718582,,,,,,,,0.001054650592216654,0.0007481265284689566,0.0005629728351323761
114,2026-08-31,002436 CH Equity,CNE100000QD5,29484201W,-0.001633007368593529,,-0.0018520693326731488,,,-0.0025740624623592913,-0.0023364566966030493,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,-0.003037393705583964,,,-0.00028168626094272865
115,2026-08-31,002444 CH Equity,CNE100000RC5,29502601W,,0.0015656668585484349,,0.0017064009581932381,0.002301055837563609,,0.0023364566966030493,,,,,,,-0.002812401579244411,,,0.0018520693326731488,-0.003996570665242057,-0.0022010099315825826,-0.002024929137055976,,,,-0.002977836966258788,,,,,0.0007481265284689566,-3.216480775187729e-05
116,2026-08-31,002456 CH Equity,CNE100000S33,29502901W,-0.001633007368593529,,,,,,,,,,,,,,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,0.001054650592216654,-0.001488918483129394,3.7005144384958066e-05
117,2026-08-31,002459 CH Equity,CNE100000SD1,33550301W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,-0.0023364566966030493,,,,,,,,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,-0.002977836966258788,-0.002761267005076331,,,0.001054650592216654,,-0.000836933485278737
118,2026-08-31,002460 CH Equity,CNE100000SF6,29513601W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,0.002301055837563609,,,,,,-0.0033015148973738737,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,,0.00010031292573245156
119,2026-08-31,002463 CH Equity,CNE100000SP5,29513901W,,,0.0016688976404307496,,,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,,0.0007481265284689566,-3.4532070369864105e-05
120,2026-08-31,002465 CH Equity,CNE100000T24,29523901W,,,,,,-0.0025740624623592913,-0.0023364566966030493,,-0.00253116142131997,-0.0018983710659899776,,,,,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,,-0.0041045860886269785,-0.002977836966258788,-0.002761267005076331,,,-0.002080406647660249,0.0007481265284689566,-0.0011272649836889025
121,2026-08-31,002466 CH Equity,CNE100000T32,29524001W,,,0.0016688976404307496,,0.002301055837563609,,,,,,-0.0033015148973738737,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,0.0007481265284689566,-2.6382516173000832e-05
122,2026-08-31,002472 CH Equity,CNE100000TF4,29531901W,,,,,,,,,0.00253116142131997,0.0018749343861629406,,,,0.0014463779550399829,-0.002109301184433308,,,-0.003996570665242057,-0.0022010099315825826,-0.002024929137055976,,,,0.0029205708707538114,,,0.002664380443494705,,0.0007481265284689566,0.0002416887450749998
123,2026-08-31,002475 CH Equity,CNE100000TP3,29532601W,,,-0.0018520693326731488,,,0.001309221424820674,,,,,,,,,0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,0.001054650592216654,0.0007481265284689566,0.0002623507285134871
124,2026-08-31,002484 CH Equity,CNE100000V79,29538701W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,-0.0023364566966030493,,0.0023364566966030493,,,-0.0018983710659899776,,,,,0.002109301184433308,,,,,0.0005148124924718582,,0.0023364566966030493,,,,,0.002664380443494705,,0.0007481265284689566,-0.00014173367459758255
125,2026-08-31,002487 CH Equity,CNE100000VV7,29539001W,0.001633007368593529,,,0.0017064009581932381,0.002301055837563609,,,,,,,-0.003531853146027865,0.002812401579244411,,,,,,-0.0022010099315825826,-0.002024929137055976,,0.0023364566966030493,,,,,,0.001054650592216654,,0.00027549975756945477
126,2026-08-31,002493 CH Equity,CNE100000W60,29566201W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,-0.0023364566966030493,,,,,,,,,,,,-0.0018520693326731488,,,,,,,,,,,,,9.303613830152035e-06
127,2026-08-31,002517 CH Equity,CNE100000XB5,29586901W,,,,,,,,,,,0.0034515837563454136,0.0017867021797552728,,,,,,,,,,-0.004602111675127218,0.0010331271107428448,,,0.008437204737733232,,0.001054650592216654,0.0007481265284689566,0.0003310077437104446
128,2026-08-31,002555 CH Equity,CNE1000010N2,29684401W,,,,,,,0.0023364566966030493,0.010847834662799871,,,,0.0017867021797552728,,-0.002812401579244411,,,,,,,,,-0.0041045860886269785,,,,,,,0.0003389493287637732
129,2026-08-31,002558 CH Equity,CNE1000010R3,29685501W,,0.0015656668585484349,0.0016688976404307496,,,,0.0023364566966030493,0.010847834662799871,,0.0018749343861629406,-0.0033015148973738737,0.0017867021797552728,,,,,,,,,,,0.0010331271107428448,,,0.008437204737733232,,,0.0007481265284689566,0.000760427649286119
130,2026-08-31,002594 CH Equity,CNE100001526,25375902W,0.001633007368593529,,,,,,-0.0023364566966030493,,,-0.0018983710659899776,,,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,0.011682283483015246,,,0.0029205708707538114,,,,,-0.001488918483129394,0.00039259477820554126
131,2026-08-31,002595 CH Equity,CNE1000014X3,29816201W,,,,,,,0.0023364566966030493,,,-0.0018983710659899776,,,-0.002812401579244411,-0.002812401579244411,0.002109301184433308,,,,,0.0005148124924718582,,0.0023364566966030493,,-0.002977836966258788,-0.002761267005076331,,,,,-0.00033002998331695696
132,2026-08-31,002600 CH Equity,CNE1000015L5,29835401W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,,,0.00253116142131997,0.0018749343861629406,,,,,0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,0.001054650592216654,0.0007481265284689566,0.0002508722265054594
133,2026-08-31,002601 CH Equity,CNE1000015M3,29835301W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,,,,,0.0034515837563454136,,,,,,,,,,,,,,,,,,0.0007481265284689566,1.7747944265258777e-06
134,2026-08-31,002602 CH Equity,CNE1000015R2,29838701W,,0.0015656668585484349,,,,,,,,0.0018749343861629406,-0.0033015148973738737,,0.002812401579244411,,,,,,,,-0.011682283483015246,0.0023364566966030493,0.0010331271107428448,,,0.008437204737733232,,0.001054650592216654,,-9.104491653591238e-06
135,2026-08-31,002603 CH Equity,CNE1000015S0,29838801W,,,,,0.002301055837563609,,0.0023364566966030493,,,,,0.0017867021797552728,0.002812401579244411,,,-0.0018520693326731488,-0.0018520693326731488,0.003996570665242057,,,,,,,,,,0.001054650592216654,0.0007481265284689566,0.0004103743693803631
136,2026-08-31,002625 CH Equity,CNE1000018P0,30758701W,,,,,,,0.0023364566966030493,,,,,-0.003531853146027865,0.002812401579244411,,-0.002109301184433308,,0.0018520693326731488,,-0.0022010099315825826,-0.002024929137055976,,-0.004602111675127218,,,,,,-0.002080406647660249,0.0007481265284689566,-0.00026674034469100746
137,2026-08-31,002636 CH Equity,CNE1000019C6,30759301W,,,,,,,0.0023364566966030493,,-0.00253116142131997,-0.0018983710659899776,,,,,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,0.001054650592216654,,4.326377355710572e-05
138,2026-08-31,002648 CH Equity,CNE100001B07,31141001W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,,,,,0.0034515837563454136,,,,,,,,,,,,,,,,,,-0.001488918483129394,0.00034118768965244156
139,2026-08-31,002653 CH Equity,CNE100001BC7,31142801W,,0.0015656668585484349,,0.0017064009581932381,,0.001309221424820674,-0.0023364566966030493,,,,,,0.002812401579244411,,,,,,,,,,,,,,,-0.002080406647660249,-0.001488918483129394,-6.464849964148092e-05
140,2026-08-31,002673 CH Equity,CNE100001D96,31254501W,,,,,,,,,,,,,-0.002812401579244411,,0.002109301184433308,,,,,0.0005148124924718582,,0.0023364566966030493,,,,,,,0.0007481265284689566,0.0001250791106212011
141,2026-08-31,002709 CH Equity,CNE100001RG4,31698501W,0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,,,,,0.00253116142131997,0.0018749343861629406,-0.0033015148973738737,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,,-0.00013636233739756646
142,2026-08-31,002714 CH Equity,CNE100001RQ3,31703401W,,-0.001581975888324981,0.0016688976404307496,,0.002301055837563609,0.001309221424820674,,-0.005423917331399936,,0.0018749343861629406,-0.0033015148973738737,,,0.0014463779550399829,,,,0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,,,,,0.0007481265284689566,7.98599347785513e-05
143,2026-08-31,002736 CH Equity,CNE100001WS9,31897501W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,-0.0023364566966030493,,,,,,,,,,,,,,,0.0005148124924718582,,,,,,,,,,-0.00030129231577688136
144,2026-08-31,002738 CH Equity,CNE100001WV3,31888101W,,0.0015656668585484349,,0.0017064009581932381,0.002301055837563609,,,,0.00253116142131997,,,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,,0.00028640979174583047
145,2026-08-31,002797 CH Equity,CNE1000027G0,32163001W,,,,,0.002301055837563609,,,,,,,,,,0.002109301184433308,,,-0.003996570665242057,,0.0005148124924718582,,,,,,,,,,0.00010644094918605827
146,2026-08-31,002812 CH Equity,CNE100002BR3,32245801W,0.001633007368593529,,0.0016688976404307496,,0.002301055837563609,,,,,,-0.0033015148973738737,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,,-7.286056350844865e-06
147,2026-08-31,002821 CH Equity,CNE100002BZ6,32287801W,0.001633007368593529,,,,-0.0023364566966030493,,,,,,,-0.003531853146027865,,,,,,,,,,,,,,,-0.003037393705583964,,-0.001488918483129394,-0.0002888365930389623
148,2026-08-31,002837 CH Equity,CNE100002CC3,32320601W,,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,0.002301055837563609,,,,,0.0018749343861629406,,,,-0.002812401579244411,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,0.002664380443494705,-0.002080406647660249,0.0007481265284689566,0.00016132187751077067
149,2026-08-31,002850 CH Equity,CNE100002JW6,32358701W,0.001633007368593529,,0.0016688976404307496,,,,,,0.00253116142131997,0.0018749343861629406,,,-0.002812401579244411,-0.002812401579244411,,0.0018520693326731488,,,,0.0005148124924718582,,,,,,,0.002664380443494705,,0.0007481265284689566,0.0003529413932462602
150,2026-08-31,002851 CH Equity,CNE100002JV8,32364201W,,-0.001581975888324981,0.0016688976404307496,,,,0.0023364566966030493,,,,-0.0033015148973738737,0.0017867021797552728,,-0.002812401579244411,,,,,0.000744459241564697,0.0005148124924718582,,,,-0.002977836966258788,-0.002761267005076331,,0.002664380443494705,-0.002080406647660249,,-0.0005063109949972752
151,2026-08-31,002916 CH Equity,CNE100003373,32619401W,,,0.0016688976404307496,,,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,,0.0007481265284689566,0.00040760453300756576
152,2026-08-31,002920 CH Equity,CNE1000033C7,32628001W,,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,,,-0.00253116142131997,-0.0018983710659899776,,,0.002812401579244411,,0.002109301184433308,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,,,-0.003037393705583964,,0.0007481265284689566,-5.964689282004479e-05
153,2026-08-31,002938 CH Equity,CNE100003GF5,32858301W,,,0.0016688976404307496,,,0.001309221424820674,,,,-0.0018983710659899776,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,-0.003037393705583964,0.001054650592216654,0.0007481265284689566,0.0004757057581442338
154,2026-08-31,002939 CH Equity,CNE100003GD0,32829201W,,,,,,-0.0025740624623592913,,,,,,,,,,,,,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,-4.030490767380766e-05
155,2026-08-31,002966 CH Equity,CNE100003LQ2,33262701W,,,,,0.002301055837563609,0.001309221424820674,,,,,,,,,,,,,,-0.002024929137055976,,,,,,,,,,0.00014330895401248493
156,2026-08-31,300001 CH Equity,CNE100000H69,29280201W,,,,,,,,,,0.0018749343861629406,,0.0017867021797552728,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,-0.003037393705583964,,0.0007481265284689566,0.00020187961696654615
157,2026-08-31,300003 CH Equity,CNE100000H44,29280401W,,,,,0.002301055837563609,-0.0025740624623592913,-0.0023364566966030493,,,,,,,0.0014463779550399829,,,,,,,,,,,,,,,-0.001488918483129394,-5.244512090682935e-05
158,2026-08-31,300014 CH Equity,CNE100000GS4,29284501W,,,-0.0018520693326731488,,,,,,,,,-0.003531853146027865,,,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,0.002664380443494705,,,-1.238489721844237e-05
159,2026-08-31,300015 CH Equity,CNE100000GR6,29284601W,,-0.001581975888324981,,-0.0017257918781727068,0.002301055837563609,0.001309221424820674,,,,,,,,0.0014463779550399829,,0.0018520693326731488,,,,,,,,,,,-0.003037393705583964,0.001054650592216654,-0.001488918483129394,7.562117631372921e-05
160,2026-08-31,300017 CH Equity,CNE100000GQ8,29284801W,0.001633007368593529,,,,,,0.0023364566966030493,,,,,,,,,,0.0018520693326731488,,-0.0022010099315825826,-0.002024929137055976,,,-0.0041045860886269785,,,,0.002664380443494705,0.001054650592216654,,3.545446776197586e-05
161,2026-08-31,300033 CH Equity,CNE100000JG3,29351501W,,,,,-0.0023364566966030493,0.001309221424820674,,,,,,0.0017867021797552728,0.002812401579244411,-0.002812401579244411,0.002109301184433308,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,,,,,0.0007481265284689566,-9.5678681414726e-05
162,2026-08-31,300037 CH Equity,CNE100000K15,29360601W,,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,0.002301055837563609,,,,,,,,,,,,,,,,,,,,,,,,-0.001488918483129394,0.00025746139420646777
163,2026-08-31,300054 CH Equity,CNE100000LM7,29382201W,,,-0.0018520693326731488,,-0.0023364566966030493,,,,0.00253116142131997,0.0018749343861629406,-0.0033015148973738737,,,,,,,,,,,,,,,,,,-0.001488918483129394,-0.0002695998703651672
164,2026-08-31,300058 CH Equity,CNE100000LV8,29404601W,,-0.001581975888324981,,,,,,0.010847834662799871,,0.0018749343861629406,,0.0017867021797552728,-0.002812401579244411,0.0014463779550399829,,,,,,,0.011682283483015246,,0.0010331271107428448,,,,,,0.0007481265284689566,0.0008555272613782259
165,2026-08-31,300059 CH Equity,CNE100000MD4,29421201W,,,,,,-0.0025740624623592913,,,,,,0.0017867021797552728,-0.002812401579244411,,0.002109301184433308,,,0.003996570665242057,-0.0022010099315825826,0.0005148124924718582,,,,,,,,,0.0007481265284689566,2.9639091025881326e-05
166,2026-08-31,300115 CH Equity,CNE100000T40,29524801W,,,,,,,,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,,0.0007481265284689566,0.0001012163114515841
167,2026-08-31,300122 CH Equity,CNE100000V20,29534401W,-0.001633007368593529,,,,,-0.0025740624623592913,-0.0023364566966030493,,,,,,-0.002812401579244411,0.0014463779550399829,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,0.001054650592216654,0.0007481265284689566,-0.00023634781626724846
168,2026-08-31,300124 CH Equity,CNE100000V46,29534601W,,-0.001581975888324981,0.0016688976404307496,,,,,,,,0.0034515837563454136,,,,,,,,,0.0005148124924718582,,0.0023364566966030493,,,,,0.002664380443494705,,0.0007481265284689566,0.0003816800394125264
169,2026-08-31,300136 CH Equity,CNE100000W94,29568001W,,,0.0016688976404307496,,,,,,0.00253116142131997,0.0018749343861629406,,,,,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,-0.002977836966258788,-0.002761267005076331,,,,0.0007481265284689566,4.37085407738281e-05
170,2026-08-31,300207 CH Equity,CNE100001260,29716101W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,-0.0023364566966030493,,,,,,-0.0033015148973738737,-0.003531853146027865,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,,,0.0029205708707538114,0.002711958665699968,,,,0.0007481265284689566,-0.0001411848807307382
171,2026-08-31,300223 CH Equity,CNE100001377,29788801W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,0.001309221424820674,0.0023364566966030493,,,,,,,,,,0.0018520693326731488,,-0.0022010099315825826,-0.002024929137055976,,,-0.0041045860886269785,-0.002977836966258788,-0.002761267005076331,,,,,-0.0003164578417699537
172,2026-08-31,300251 CH Equity,CNE100001617,29839701W,,-0.001581975888324981,-0.0018520693326731488,,,,0.0023364566966030493,-0.005423917331399936,,,,-0.003531853146027865,,-0.002812401579244411,,,,,,,-0.011682283483015246,0.0023364566966030493,0.0010331271107428448,,,,,-0.002080406647660249,,-0.0006423410247897811
173,2026-08-31,300255 CH Equity,CNE1000016C2,29867201W,,,,,,-0.0025740624623592913,-0.0023364566966030493,,,,,-0.003531853146027865,,0.0014463779550399829,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,-0.002080406647660249,,-0.00038825044262258163
174,2026-08-31,300274 CH Equity,CNE1000018M7,30639201W,,,0.0016688976404307496,,,,,,,,,0.0017867021797552728,0.002812401579244411,,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,0.0029205708707538114,0.002711958665699968,,,0.001054650592216654,0.0007481265284689566,0.0006107360858950718
175,2026-08-31,300285 CH Equity,CNE100001FB0,31143201W,,,,,-0.0023364566966030493,,,,0.00253116142131997,0.0018749343861629406,-0.0033015148973738737,,,,,,0.0018520693326731488,,,,,,,,,,,,,-0.0001059917291667595
176,2026-08-31,300308 CH Equity,CNE100001CY9,31216101W,0.001633007368593529,,0.0016688976404307496,,,0.001309221424820674,,,-0.00253116142131997,-0.0018983710659899776,,,,,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,,,0.0007481265284689566,0.0003909326435357889
177,2026-08-31,300316 CH Equity,CNE100001DJ8,31255301W,,0.0015656668585484349,,0.0017064009581932381,,-0.0025740624623592913,,,,,,,,,,,-0.0018520693326731488,,,0.0005148124924718582,,,0.0010331271107428448,-0.002977836966258788,-0.002761267005076331,,,,,-0.0003533018148290656
178,2026-08-31,300339 CH Equity,CNE100001JT4,31306901W,,,,,,-0.0025740624623592913,,,,,,,,,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,,,,0.00044876474582369045
179,2026-08-31,300346 CH Equity,CNE100001K48,31336701W,,,,,0.002301055837563609,,,,,-0.0018983710659899776,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,,0.00015667138714932116
180,2026-08-31,300347 CH Equity,CNE100001KV8,31347901W,,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,-0.0025740624623592913,,,,,,0.0017867021797552728,,0.0014463779550399829,,,,0.003996570665242057,,,,,,,,,,,-0.001488918483129394,-0.00016110359224350964
181,2026-08-31,300390 CH Equity,CNE100001XM0,31812901W,,,,,,,,,,,,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,,-8.391596904713271e-05
182,2026-08-31,300394 CH Equity,CNE100001XQ1,31925201W,,0.0015656668585484349,-0.0018520693326731488,,,,0.0023364566966030493,,-0.00253116142131997,-0.0018983710659899776,,,,,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,,0.0007481265284689566,-5.51448052844751e-05
183,2026-08-31,300395 CH Equity,CNE100001XR9,31832001W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,,,,,,,,,,,,,,,-0.00018997136060747827
184,2026-08-31,300408 CH Equity,CNE100001Y42,31876201W,,,0.0016688976404307496,,,,0.0023364566966030493,,,,,,,,,,,,-0.0022010099315825826,-0.002024929137055976,,,0.0010331271107428448,,,,,,0.0007481265284689566,9.733565692418438e-05
185,2026-08-31,300418 CH Equity,CNE100001YF2,31903801W,,-0.001581975888324981,-0.0018520693326731488,,,,-0.0023364566966030493,,,-0.0018983710659899776,-0.0033015148973738737,0.0017867021797552728,0.002812401579244411,,,,,,,,,,0.0010331271107428448,,,0.008437204737733232,,-0.002080406647660249,0.0007481265284689566,-0.00028372231518456847
