style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
86,2026-07-31,002152 CH Equity,CNE100000650,28574301W,-0.010526315789473684,,-0.010638297872340425,,-0.010309278350515464,,,0.003816793893129771,,,,,0.011627906976744186,0.011627906976744186,,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,0.01282051282051282,0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,0.001381666325405195
87,2026-07-31,002155 CH Equity,CNE1000006B5,28580201W,,,,,,,,,-0.015151515151515152,-0.016129032258064516,,,,,,,,,,,,,-0.010638297872340425,,,,,,,0.0024752475247524753,-0.001912475369183139
88,2026-07-31,002156 CH Equity,CNE1000006C3,28580401W,,,,,,-0.014285714285714285,0.008264462809917356,-0.011235955056179775,0.014925373134328358,0.015873015873015872,,,0.011627906976744186,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0018948923148700307
89,2026-07-31,002157 CH Equity,CNE1000006H2,28583101W,,,,,,,0.008264462809917356,0.003816793893129771,,0.015873015873015872,,,,,,,,0.0125,,0.008771929824561403,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,0.01282051282051282,,,,-0.01282051282051282,,0.0022459865795496654
90,2026-07-31,002179 CH Equity,CNE1000007T5,28706701W,-0.010526315789473684,,,,-0.010309278350515464,,-0.016666666666666666,0.003816793893129771,,,,,,,,,,,,,0.0045871559633027525,0.0031847133757961785,,,0.01282051282051282,,,-0.02040816326530612,,-0.00980392156862745,-0.002038100844486827
91,2026-07-31,002180 CH Equity,CNE1000007W9,28706801W,,,,,,,0.008264462809917356,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,0.0045871559633027525,0.0031847133757961785,,,-0.02564102564102564,-0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,-0.0021239816111156074
92,2026-07-31,002185 CH Equity,CNE100000825,28719601W,,,0.010869565217391304,-0.01,,-0.014285714285714285,0.008264462809917356,-0.011235955056179775,0.014925373134328358,,,,,,,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,0.017857142857142856,0.0064516129032258064,0.0024752475247524753,0.0014532976368136505
93,2026-07-31,002195 CH Equity,CNE1000008K2,28750701W,,,,,,0.014285714285714285,,0.003816793893129771,,,,,,,-0.013157894736842105,,,,,,-0.013513513513513514,-0.012658227848101266,0.0036101083032490976,,-0.02564102564102564,-0.017857142857142856,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,-0.0030788331078868934
94,2026-07-31,002202 CH Equity,CNE1000008S5,28768401W,,-0.007692307692307693,,,,-0.014285714285714285,,,,,,,,,,0.014084507042253521,,,0.01694915254237288,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,-0.02040816326530612,,0.0024752475247524753,-0.0004780191571391127
95,2026-07-31,002223 CH Equity,CNE1000009X3,28865501W,-0.010526315789473684,,-0.010638297872340425,-0.01,-0.010309278350515464,0.014285714285714285,0.008264462809917356,0.003816793893129771,,,,,,,,,0.01098901098901099,0.0125,,,,,0.0036101083032490976,,,,,,0.0064516129032258064,0.0024752475247524753,0.00034580039571745696
96,2026-07-31,002230 CH Equity,CNE100000B81,28871001W,,,-0.010638297872340425,,,,-0.016666666666666666,,,,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,0.017857142857142856,0.0064516129032258064,0.0024752475247524753,0.000236579690411905
97,2026-07-31,002236 CH Equity,CNE100000BJ4,28883901W,-0.010526315789473684,,,,-0.010309278350515464,0.014285714285714285,-0.016666666666666666,0.003816793893129771,,,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,,,,,,-0.02040816326530612,0.0064516129032258064,-0.00980392156862745,-0.0016878537425881386
98,2026-07-31,002240 CH Equity,CNE100000BN6,28883501W,0.010101010101010102,-0.007692307692307693,0.010869565217391304,0.009900990099009901,0.01020408163265306,,,,,-0.016129032258064516,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.00038805187761838903
99,2026-07-31,002241 CH Equity,CNE100000BP1,28883601W,,,,,,,0.008264462809917356,,,,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,,,,,,,0.0064516129032258064,0.0024752475247524753,0.001108884067815534
100,2026-07-31,002252 CH Equity,CNE100000C31,28901601W,0.010101010101010102,,,,,,,0.003816793893129771,,,,,0.011627906976744186,0.011627906976744186,,,,,-0.017241379310344827,-0.017241379310344827,,,-0.010638297872340425,,,,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,-0.0011482962463520985
101,2026-07-31,002261 CH Equity,CNE100000CF0,28918401W,,,,,,,,,-0.015151515151515152,,-0.058823529411764705,0.0625,,,,-0.027777777777777776,,,0.01694915254237288,0.008771929824561403,,,-0.010638297872340425,,,,0.05,,,-0.00980392156862745,-0.0003502982125389699
102,2026-07-31,002271 CH Equity,CNE100000CS3,28960801W,,0.014492753623188406,-0.010638297872340425,,,,,,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.001155056509393744
103,2026-07-31,002273 CH Equity,CNE100000CT1,28961001W,,,,,,,0.008264462809917356,0.003816793893129771,-0.015151515151515152,-0.016129032258064516,,,,0.011627906976744186,,,,,,,,0.0031847133757961785,0.0036101083032490976,,,,,,0.0064516129032258064,0.0024752475247524753,-0.0003869005386601547
104,2026-07-31,002281 CH Equity,CNE100000F87,29246501W,0.010101010101010102,,0.010869565217391304,0.009900990099009901,,,0.008264462809917356,0.003816793893129771,-0.015151515151515152,-0.016129032258064516,,,0.011627906976744186,0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,,,,,,0.017857142857142856,,0.0024752475247524753,0.0015390517532183471
105,2026-07-31,002294 CH Equity,CNE100000FW8,29267501W,,,,,,,0.008264462809917356,0.003816793893129771,,,,,,0.011627906976744186,,,-0.02127659574468085,,-0.017241379310344827,0.008771929824561403,,,0.0036101083032490976,,,,,,,-0.00980392156862745,-0.0003279356372141508
106,2026-07-31,002304 CH Equity,CNE100000HB8,29301701W,-0.010526315789473684,-0.007692307692307693,-0.010638297872340425,-0.01,-0.010309278350515464,,,0.003816793893129771,,,,,,,-0.013157894736842105,-0.027777777777777776,0.01098901098901099,0.0125,,-0.017241379310344827,-0.013513513513513514,-0.012658227848101266,-0.010638297872340425,,-0.02564102564102564,,,,-0.01282051282051282,,-0.005062479604094127
107,2026-07-31,002311 CH Equity,CNE100000HP8,29316801W,,-0.007692307692307693,,,,,,0.003816793893129771,0.014925373134328358,0.015873015873015872,,,,,0.006578947368421052,,0.01098901098901099,0.0125,,0.008771929824561403,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,0.01282051282051282,,,,0.0064516129032258064,,0.0034927968506235398
108,2026-07-31,002340 CH Equity,CNE100000KT4,29372001W,,,,,,,,-0.011235955056179775,,,,,0.011627906976744186,0.011627906976744186,,,-0.02127659574468085,,,0.008771929824561403,0.0045871559633027525,0.0031847133757961785,,,,,,-0.02040816326530612,,0.0024752475247524753,-0.000833867283723759
109,2026-07-31,002352 CH Equity,CNE100000L63,29381101W,,-0.007692307692307693,,,,,,,,,,,,,0.006578947368421052,,0.01098901098901099,,,0.008771929824561403,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,-0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,-0.0007647745619242147
110,2026-07-31,002353 CH Equity,CNE100000L55,29381201W,,-0.007692307692307693,,,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,0.09090909090909091,0.01282051282051282,,0.05,,,0.0024752475247524753,0.004889503698844798
111,2026-07-31,002371 CH Equity,CNE100000ML7,29404201W,,,,,,-0.014285714285714285,,0.003816793893129771,0.014925373134328358,0.015873015873015872,,,,,,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,0.01282051282051282,,,,,-0.00980392156862745,0.0016419438618042097
112,2026-07-31,002379 CH Equity,CNE100000MW4,29419701W,,,,,,,,,,0.015873015873015872,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,-0.010638297872340425,,,,,,,-0.00980392156862745,-0.00039167656482653985
113,2026-07-31,002384 CH Equity,CNE100000N79,29420401W,0.010101010101010102,,0.010869565217391304,0.009900990099009901,0.01020408163265306,-0.014285714285714285,0.008264462809917356,-0.011235955056179775,,,,,0.011627906976744186,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,-0.010638297872340425,,-0.02564102564102564,-0.017857142857142856,,,,0.0024752475247524753,-0.0006476224265254044
114,2026-07-31,002402 CH Equity,CNE100000P51,29447201W,-0.010526315789473684,,-0.010638297872340425,,-0.010309278350515464,,,0.003816793893129771,0.014925373134328358,0.015873015873015872,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.0007529295784683665
115,2026-07-31,002409 CH Equity,CNE100000PG0,29458701W,,-0.007692307692307693,,,,,,,0.014925373134328358,0.015873015873015872,,,0.011627906976744186,0.011627906976744186,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.002040411418863805
116,2026-07-31,002414 CH Equity,CNE100000RK8,29459201W,,,,,,,,0.003816793893129771,-0.015151515151515152,-0.016129032258064516,,,-0.011627906976744186,,,,,,,,,0.0031847133757961785,0.0036101083032490976,,-0.02564102564102564,-0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,-0.0030897982595385278
117,2026-07-31,002415 CH Equity,CNE100000PM8,29459401W,,,,,,,,0.003816793893129771,-0.015151515151515152,-0.016129032258064516,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,,,,,,,0.0064516129032258064,-0.00980392156862745,-0.0016195086598038407
118,2026-07-31,002422 CH Equity,CNE100000PW7,29476001W,,-0.007692307692307693,,,,,,,,,,,,,,,,0.0125,-0.017241379310344827,0.008771929824561403,,,,,,,,-0.02040816326530612,,0.0024752475247524753,-0.0007939102272435658
119,2026-07-31,002429 CH Equity,CNE100000Q50,29482001W,0.010101010101010102,0.014492753623188406,0.010869565217391304,0.009900990099009901,0.01020408163265306,,,0.003816793893129771,0.014925373134328358,0.015873015873015872,0.058823529411764705,,,,,,,0.0125,,0.008771929824561403,,0.0031847133757961785,,,,,,,,0.0024752475247524753,0.005683672168082526
120,2026-07-31,002444 CH Equity,CNE100000RC5,29502601W,,,,,,0.014285714285714285,,0.003816793893129771,,,-0.058823529411764705,,,0.011627906976744186,,,,-0.02564102564102564,,-0.017241379310344827,-0.013513513513513514,-0.012658227848101266,,,,-0.017857142857142856,,,,0.0024752475247524753,-0.0020411912695266175
121,2026-07-31,002456 CH Equity,CNE100000S33,29502901W,-0.010526315789473684,,,-0.01,,,,-0.011235955056179775,,,,,-0.011627906976744186,-0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,,0.0064516129032258064,-0.00980392156862745,-0.001773313524738302
122,2026-07-31,002459 CH Equity,CNE100000SD1,33550301W,-0.010526315789473684,,,-0.01,-0.010309278350515464,-0.014285714285714285,,-0.011235955056179775,,,,,,-0.011627906976744186,,,,,,,0.0045871559633027525,0.0031847133757961785,,,-0.02564102564102564,-0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,-0.003962411722608452
123,2026-07-31,002460 CH Equity,CNE100000SF6,29513601W,0.010101010101010102,0.014492753623188406,,0.009900990099009901,0.01020408163265306,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.0017819197325504136
124,2026-07-31,002463 CH Equity,CNE100000SP5,29513901W,0.010101010101010102,,0.010869565217391304,0.009900990099009901,0.01020408163265306,,,,-0.015151515151515152,-0.016129032258064516,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,-0.010638297872340425,,,,,,,0.0024752475247524753,0.00012128683579139949
125,2026-07-31,002465 CH Equity,CNE100000T24,29523901W,,,,,,-0.014285714285714285,-0.016666666666666666,-0.011235955056179775,,-0.016129032258064516,,,,,-0.013157894736842105,,,,,,-0.013513513513513514,-0.012658227848101266,0.0036101083032490976,,-0.02564102564102564,-0.017857142857142856,,,-0.01282051282051282,0.0024752475247524753,-0.00591021774225777
126,2026-07-31,002466 CH Equity,CNE100000T32,29524001W,,0.014492753623188406,0.010869565217391304,0.009900990099009901,0.01020408163265306,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,,,,0.0024752475247524753,0.001746475145944905
127,2026-07-31,002472 CH Equity,CNE100000TF4,29531901W,,-0.007692307692307693,-0.010638297872340425,,,,,,0.014925373134328358,0.015873015873015872,,,,,,,,-0.02564102564102564,,0.008771929824561403,-0.013513513513513514,-0.012658227848101266,,,,0.017857142857142856,,0.017857142857142856,,0.0024752475247524753,0.0016534177820810565
128,2026-07-31,002475 CH Equity,CNE100000TP3,29532601W,,,,,,,0.008264462809917356,-0.011235955056179775,,,,,0.011627906976744186,0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,0.01282051282051282,,,,0.0064516129032258064,0.0024752475247524753,0.0014960174238023505
129,2026-07-31,002487 CH Equity,CNE100000VV7,29539001W,0.010101010101010102,0.014492753623188406,,,,,,0.003816793893129771,,,,,,,,0.014084507042253521,-0.02127659574468085,,0.01694915254237288,,-0.013513513513513514,-0.012658227848101266,0.0036101083032490976,,,,,,,0.0024752475247524753,0.0010677762297043123
130,2026-07-31,002493 CH Equity,CNE100000W60,29566201W,,,0.010869565217391304,0.009900990099009901,,,,,,,,,,-0.011627906976744186,,,,,,,,,,,,,,,,0.0024752475247524753,0.000855561844346525
131,2026-07-31,002517 CH Equity,CNE100000XB5,29586901W,,,,,,,,0.003816793893129771,,,-0.058823529411764705,,,,,,0.01098901098901099,,0.01694915254237288,,,,,,,,0.05,,0.0064516129032258064,0.0024752475247524753,0.0018340125307160467
132,2026-07-31,002555 CH Equity,CNE1000010N2,29684401W,,,-0.010638297872340425,,,0.014285714285714285,,-0.011235955056179775,,,0.058823529411764705,,,,,,0.01098901098901099,,,-0.017241379310344827,,,,-0.1,,,-0.1,,,0.0024752475247524753,-0.005627790086668134
133,2026-07-31,002558 CH Equity,CNE1000010R3,29685501W,,,0.010869565217391304,0.009900990099009901,,0.014285714285714285,,0.003816793893129771,0.014925373134328358,,-0.058823529411764705,,,,,,0.01098901098901099,,,,,,,0.09090909090909091,,,0.05,,0.0064516129032258064,0.0024752475247524753,0.006503709909959528
134,2026-07-31,002594 CH Equity,CNE100001526,25375902W,,,0.010869565217391304,,,-0.014285714285714285,,,-0.015151515151515152,,,0.0625,,,0.006578947368421052,,,,,0.008771929824561403,0.0045871559633027525,0.0031847133757961785,,,,0.017857142857142856,,,,-0.00980392156862745,0.0005991177827437415
135,2026-07-31,002595 CH Equity,CNE1000014X3,29816201W,0.010101010101010102,0.014492753623188406,,,,0.014285714285714285,,0.003816793893129771,,,,,,,0.006578947368421052,0.014084507042253521,,,-0.017241379310344827,-0.017241379310344827,,0.0031847133757961785,0.0036101083032490976,,,-0.017857142857142856,,,,0.0024752475247524753,0.0008395074413209177
136,2026-07-31,002600 CH Equity,CNE1000015L5,29835401W,,,,,,,,-0.011235955056179775,0.014925373134328358,0.015873015873015872,,,0.011627906976744186,0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,,,,,,,0.0064516129032258064,0.0024752475247524753,0.002209021458612396
137,2026-07-31,002601 CH Equity,CNE1000015M3,29835301W,-0.010526315789473684,-0.007692307692307693,-0.010638297872340425,-0.01,-0.010309278350515464,,,,,,,,,,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,-0.0018061257952759115
138,2026-07-31,002602 CH Equity,CNE1000015R2,29838701W,,,0.010869565217391304,0.009900990099009901,,,,0.003816793893129771,0.014925373134328358,,,-0.06666666666666667,,,,0.014084507042253521,,,0.01694915254237288,,,,0.0036101083032490976,0.09090909090909091,,,0.05,,0.0064516129032258064,0.0024752475247524753,0.0064021114433942235
139,2026-07-31,002603 CH Equity,CNE1000015S0,29838801W,0.010101010101010102,0.014492753623188406,,0.009900990099009901,0.01020408163265306,0.014285714285714285,,0.003816793893129771,,,,,,,,,0.01098901098901099,0.0125,0.01694915254237288,,,,0.0036101083032490976,,,,,,0.0064516129032258064,0.0024752475247524753,0.003948371143378776
140,2026-07-31,002625 CH Equity,CNE1000018P0,30758701W,,,,,,0.014285714285714285,,0.003816793893129771,,,,,,,-0.013157894736842105,-0.027777777777777776,-0.02127659574468085,,0.01694915254237288,,-0.013513513513513514,-0.012658227848101266,-0.010638297872340425,,,,,,,0.0024752475247524753,-0.0008397048326650527
141,2026-07-31,002648 CH Equity,CNE100001B07,31141001W,0.010101010101010102,,0.010869565217391304,,0.01020408163265306,,,,,,,,,,,,,,,,,,-0.010638297872340425,,,,,,,-0.00980392156862745,0.000373964093878613
142,2026-07-31,002653 CH Equity,CNE100001BC7,31142801W,,-0.007692307692307693,,0.009900990099009901,0.01020408163265306,-0.014285714285714285,0.008264462809917356,-0.011235955056179775,,,,,,,,,,0.0125,0.01694915254237288,,,,0.0036101083032490976,,,,,,,-0.00980392156862745,-0.00011300214009460195
143,2026-07-31,002673 CH Equity,CNE100001D96,31254501W,,,,,,,,,,,,,,,0.006578947368421052,0.014084507042253521,,0.0125,-0.017241379310344827,,,0.0031847133757961785,-0.010638297872340425,,,,,,,0.0024752475247524753,0.00020533201232199083
144,2026-07-31,002709 CH Equity,CNE100001RG4,31698501W,0.010101010101010102,,0.010869565217391304,0.009900990099009901,0.01020408163265306,,,,0.014925373134328358,0.015873015873015872,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,,,,0.0024752475247524753,0.0032689841119508513
145,2026-07-31,002714 CH Equity,CNE100001RQ3,31703401W,,,,-0.01,-0.010309278350515464,,0.008264462809917356,-0.011235955056179775,0.014925373134328358,,0.058823529411764705,,,,,,,0.0125,,0.008771929824561403,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,,,,0.001150070799385171
146,2026-07-31,002736 CH Equity,CNE100001WS9,31897501W,,-0.007692307692307693,,-0.01,,,,-0.011235955056179775,,,,,,,0.006578947368421052,,,0.0125,,,,0.0031847133757961785,,,,,,,,0.0024752475247524753,-0.000755358944940806
147,2026-07-31,002738 CH Equity,CNE100001WV3,31888101W,0.010101010101010102,,,0.009900990099009901,0.01020408163265306,,,,,0.015873015873015872,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.002077237053186184
148,2026-07-31,002739 CH Equity,CNE100001WW1,31906401W,,,,,,-0.014285714285714285,,-0.011235955056179775,0.014925373134328358,,-0.058823529411764705,-0.06666666666666667,,,,-0.027777777777777776,,,,0.008771929824561403,,,-0.010638297872340425,,,,,,,0.0024752475247524753,-0.0022953108677822853
149,2026-07-31,002797 CH Equity,CNE1000027G0,32163001W,,0.014492753623188406,,,,,,0.003816793893129771,,,,,,,0.006578947368421052,,,-0.02564102564102564,,,,0.0031847133757961785,,,,,,,,0.0024752475247524753,0.00065247629369556
150,2026-07-31,002812 CH Equity,CNE100002BR3,32245801W,,-0.007692307692307693,,0.009900990099009901,,,,,,,,,,-0.011627906976744186,,,,,,,,,0.0036101083032490976,,,,,,,0.0024752475247524753,0.0001754850631755548
151,2026-07-31,002821 CH Equity,CNE100002BZ6,32287801W,0.010101010101010102,-0.007692307692307693,,0.009900990099009901,0.01020408163265306,,,0.003816793893129771,,,,,,,,,-0.02127659574468085,,,,,,,,,,,-0.02040816326530612,,-0.00980392156862745,-0.000580459380047467
152,2026-07-31,002837 CH Equity,CNE100002CC3,32320601W,,-0.007692307692307693,-0.010638297872340425,,,,,0.003816793893129771,,,,,,,0.006578947368421052,0.014084507042253521,,,,-0.017241379310344827,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,-9.283853717224354e-06
153,2026-07-31,002850 CH Equity,CNE100002JW6,32358701W,0.010101010101010102,-0.007692307692307693,0.010869565217391304,,,,,0.003816793893129771,0.014925373134328358,0.015873015873015872,,,0.011627906976744186,,,,,0.0125,-0.017241379310344827,-0.017241379310344827,,0.0031847133757961785,,,,,,0.017857142857142856,,0.0024752475247524753,0.003041226380723013
154,2026-07-31,002851 CH Equity,CNE100002JV8,32364201W,,-0.007692307692307693,,,,0.014285714285714285,,0.003816793893129771,,,,,,,0.006578947368421052,,,,,-0.017241379310344827,0.0045871559633027525,0.0031847133757961785,-0.010638297872340425,,,-0.017857142857142856,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,-0.0005891030797951772
155,2026-07-31,002916 CH Equity,CNE100003373,32619401W,,,,,,,,0.003816793893129771,0.014925373134328358,0.015873015873015872,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,-0.010638297872340425,,0.01282051282051282,,,0.017857142857142856,,0.0024752475247524753,0.0032762251474444176
156,2026-07-31,002920 CH Equity,CNE1000033C7,32628001W,,,,,,,,0.003816793893129771,-0.015151515151515152,-0.016129032258064516,-0.058823529411764705,,,,0.006578947368421052,,,-0.02564102564102564,0.01694915254237288,,0.0045871559633027525,0.0031847133757961785,,,,,,-0.02040816326530612,,0.0024752475247524753,-0.0026811003264856255
157,2026-07-31,002938 CH Equity,CNE100003GF5,32858301W,0.010101010101010102,,,,,,0.008264462809917356,0.003816793893129771,-0.015151515151515152,,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,,,0.01282051282051282,0.017857142857142856,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.0015721959081026226
158,2026-07-31,002939 CH Equity,CNE100003GD0,32829201W,,,,,,,-0.016666666666666666,,,,,,,,0.006578947368421052,,,0.0125,,,,0.0031847133757961785,,,,,,,,0.0024752475247524753,-0.0001531263517987502
159,2026-07-31,002966 CH Equity,CNE100003LQ2,33262701W,-0.010526315789473684,0.014492753623188406,,-0.01,-0.010309278350515464,,0.008264462809917356,0.003816793893129771,,,,,,,,,,,,,,-0.012658227848101266,,,,,,,,0.0024752475247524753,-0.00024912442747471755
160,2026-07-31,300001 CH Equity,CNE100000H69,29280201W,,-0.007692307692307693,,,,,,0.003816793893129771,,,,,,,0.006578947368421052,0.014084507042253521,0.01098901098901099,,,0.008771929824561403,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,,,0.0024752475247524753,0.0011060433525295688
161,2026-07-31,300003 CH Equity,CNE100000H44,29280401W,,0.014492753623188406,,,-0.010309278350515464,-0.014285714285714285,-0.016666666666666666,,,,,,,,,,,0.0125,,0.008771929824561403,,,0.0036101083032490976,,,,,,0.0064516129032258064,-0.00980392156862745,-0.0009515178340215686
162,2026-07-31,300012 CH Equity,CNE100000GV8,29284301W,,,0.010869565217391304,,,,,0.003816793893129771,,,,,,,0.006578947368421052,,,,,,,0.0031847133757961785,,,,0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,0.002166118738040401
163,2026-07-31,300014 CH Equity,CNE100000GS4,29284501W,,-0.007692307692307693,-0.010638297872340425,,,,,,,,,,,,,,-0.02127659574468085,,,,0.0045871559633027525,0.0031847133757961785,-0.010638297872340425,,,,,0.017857142857142856,,0.0024752475247524753,-0.0005082270382619715
164,2026-07-31,300015 CH Equity,CNE100000GR6,29284601W,,0.014492753623188406,-0.010638297872340425,,,,0.008264462809917356,,,,,,0.011627906976744186,,,,,0.0125,,0.008771929824561403,,,0.0036101083032490976,,,,,,0.0064516129032258064,-0.00980392156862745,0.0008973278994510238
165,2026-07-31,300017 CH Equity,CNE100000GQ8,29284801W,,,,,,0.014285714285714285,,0.003816793893129771,,,,,,0.011627906976744186,,,,,,,-0.013513513513513514,-0.012658227848101266,0.0036101083032490976,,,,,0.017857142857142856,0.0064516129032258064,0.0024752475247524753,0.001424918199626185
166,2026-07-31,300033 CH Equity,CNE100000JG3,29351501W,0.010101010101010102,-0.007692307692307693,,0.009900990099009901,,,0.008264462809917356,0.003816793893129771,,,,,,,0.006578947368421052,,0.01098901098901099,-0.02564102564102564,0.01694915254237288,,0.0045871559633027525,0.0031847133757961785,,,,,,,,0.0024752475247524753,0.0015791092060872711
167,2026-07-31,300037 CH Equity,CNE100000K15,29360601W,,-0.007692307692307693,0.010869565217391304,,,,,,,,,,,,,,,,,,,,0.0036101083032490976,,,,,,,-0.00980392156862745,-0.0003929136421154561
168,2026-07-31,300054 CH Equity,CNE100000LM7,29382201W,,-0.007692307692307693,,,,,,,0.014925373134328358,0.015873015873015872,,,,,,,,,,,,,,,,,,,,-0.00980392156862745,0.0007848995456063174
169,2026-07-31,300058 CH Equity,CNE100000LV8,29404601W,,,,,,,,,0.014925373134328358,,,0.0625,,,,,0.01098901098901099,,-0.017241379310344827,0.008771929824561403,,,0.0036101083032490976,0.09090909090909091,,,0.05,,,0.0024752475247524753,0.006040927940998147
170,2026-07-31,300059 CH Equity,CNE100000MD4,29421201W,,-0.007692307692307693,,0.009900990099009901,,,-0.016666666666666666,0.003816793893129771,,,,,,,0.006578947368421052,,0.01098901098901099,0.0125,-0.017241379310344827,,-0.013513513513513514,0.0031847133757961785,,,,,,,,0.0024752475247524753,-0.0003197707710925026
171,2026-07-31,300115 CH Equity,CNE100000T40,29524801W,-0.010526315789473684,,,-0.01,-0.010309278350515464,,,-0.011235955056179775,,,,,,,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,-0.010638297872340425,,0.01282051282051282,,,,,0.0024752475247524753,-0.0012126046596770187
172,2026-07-31,300122 CH Equity,CNE100000V20,29534401W,-0.010526315789473684,-0.007692307692307693,-0.010638297872340425,-0.01,-0.010309278350515464,-0.014285714285714285,-0.016666666666666666,-0.011235955056179775,,,,,-0.011627906976744186,-0.011627906976744186,,,,0.0125,-0.017241379310344827,0.008771929824561403,,,0.0036101083032490976,,,,,,0.0064516129032258064,0.0024752475247524753,-0.0037209187285969472
173,2026-07-31,300124 CH Equity,CNE100000V46,29534601W,,-0.007692307692307693,-0.010638297872340425,,,,,0.003816793893129771,,,,,,,0.006578947368421052,0.014084507042253521,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,,,,0.017857142857142856,,0.0024752475247524753,0.0008850629105671519
174,2026-07-31,300136 CH Equity,CNE100000W94,29568001W,,,0.010869565217391304,0.009900990099009901,,,,,0.014925373134328358,0.015873015873015872,,,0.011627906976744186,0.011627906976744186,0.006578947368421052,,,,,,0.0045871559633027525,0.0031847133757961785,0.0036101083032490976,,-0.02564102564102564,-0.017857142857142856,,,,0.0024752475247524753,0.0015851760860749434
175,2026-07-31,300144 CH Equity,CNE100000XG4,29598201W,,,-0.010638297872340425,,,0.014285714285714285,,0.003816793893129771,-0.015151515151515152,,,,-0.011627906976744186,,-0.013157894736842105,,,0.0125,,0.008771929824561403,-0.013513513513513514,-0.012658227848101266,,,,0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,-0.0006693059874164793
